SkyRC MC5000 Charge Analyzer,Firmware V1.08,,,,,,
Program,Discharge Test,Cut-off Voltage,2.80V,Discharge Current,1.00A,,
Time(s),Slot,Mode,Voltage(V),Current(A),Capacity(mAh),IR(mOhm),Temp(C)
0,1,DSC,4.113,1.00,0.0,28.6,22.9
0,2,DSC,4.115,1.00,0.0,38.2,22.9
0,3,DSC,4.110,1.00,0.0,40.6,23.2
0,4,DSC,4.118,1.00,0.0,28.3,23.5
60,1,DSC,4.110,1.00,16.7,29.2,22.9
60,2,DSC,4.108,1.00,16.7,37.7,22.8
60,3,DSC,4.095,1.00,16.7,40.4,23.2
60,4,DSC,4.105,1.00,16.7,30.0,23.3
120,1,DSC,4.098,1.00,33.3,29.4,23.2
120,2,DSC,4.082,1.00,33.3,38.1,23.0
120,3,DSC,4.075,1.00,33.3,41.8,23.0
120,4,DSC,4.099,1.00,33.3,27.5,22.7
180,1,DSC,4.092,1.00,50.0,29.9,23.5
180,2,DSC,4.080,1.00,50.0,37.7,22.2
180,3,DSC,4.058,1.00,50.0,42.0,23.2
180,4,DSC,4.082,1.00,50.0,28.9,23.5
240,1,DSC,4.074,1.00,66.7,29.9,23.2
240,2,DSC,4.069,1.00,66.7,36.4,22.9
240,3,DSC,4.036,1.00,66.7,41.8,23.2
240,4,DSC,4.072,1.00,66.7,29.4,22.8
300,1,DSC,4.051,1.00,83.3,29.0,23.0
300,2,DSC,4.048,1.00,83.3,37.1,23.8
300,3,DSC,4.020,1.00,83.3,41.0,22.8
300,4,DSC,4.054,1.00,83.3,29.8,23.2
360,1,DSC,4.044,1.00,100.0,28.5,23.0
360,2,DSC,4.041,1.00,100.0,38.2,23.8
360,3,DSC,4.005,1.00,100.0,40.6,23.4
360,4,DSC,4.049,1.00,100.0,29.3,22.7
420,1,DSC,4.038,1.00,116.7,27.9,23.3
420,2,DSC,4.024,1.00,116.7,38.0,23.2
420,3,DSC,3.989,1.00,116.7,42.9,23.3
420,4,DSC,4.033,1.00,116.7,30.0,22.9
480,1,DSC,4.019,1.00,133.3,28.7,23.6
480,2,DSC,4.005,1.00,133.3,36.4,23.3
480,3,DSC,3.973,1.00,133.3,41.5,23.0
480,4,DSC,4.015,1.00,133.3,29.6,22.9
540,1,DSC,4.008,1.00,150.0,29.3,23.2
540,2,DSC,3.997,1.00,150.0,37.8,23.0
540,3,DSC,3.962,1.00,150.0,41.0,22.9
540,4,DSC,4.017,1.00,150.0,28.3,23.7
600,1,DSC,4.000,1.00,166.7,28.5,23.4
600,2,DSC,4.004,1.00,166.7,37.5,23.1
600,3,DSC,3.952,1.00,166.7,40.5,23.4
600,4,DSC,4.008,1.00,166.7,28.5,24.1
660,1,DSC,3.989,1.00,183.3,27.9,23.6
660,2,DSC,3.989,1.00,183.3,37.8,23.2
660,3,DSC,3.936,1.00,183.3,40.8,23.3
660,4,DSC,3.983,1.00,183.3,28.1,23.6
720,1,DSC,3.978,1.00,200.0,29.4,22.9
720,2,DSC,3.981,1.00,200.0,36.7,23.2
720,3,DSC,3.933,1.00,200.0,41.6,23.9
720,4,DSC,3.982,1.00,200.0,28.4,23.7
