SkyRC MC5000 Charge Analyzer,Firmware V1.08,,,,,,
Program,Discharge Test,Cut-off Voltage,2.80V,Discharge Current,1.00A,,
Time(s),Slot,Mode,Voltage(V),Current(A),Capacity(mAh),IR(mOhm),Temp(C)
0,1,DSC,4.009,1.00,0.0,142.0,23.3
0,2,DSC,4.123,1.00,0.0,30.3,22.6
0,3,DSC,4.116,1.00,0.0,30.0,22.9
0,4,DSC,4.118,1.00,0.0,32.1,23.3
60,1,DSC,3.992,1.00,16.7,142.3,23.4
60,2,DSC,4.101,1.00,16.7,28.6,23.1
60,3,DSC,4.111,1.00,16.7,30.3,23.1
60,4,DSC,4.103,1.00,16.7,33.0,22.8
120,1,DSC,3.993,1.00,33.3,141.9,23.7
120,2,DSC,4.094,1.00,33.3,28.7,22.5
120,3,DSC,4.093,1.00,33.3,30.9,23.4
120,4,DSC,4.093,1.00,33.3,32.8,23.3
180,1,DSC,3.972,1.00,50.0,142.2,23.3
180,2,DSC,4.081,1.00,50.0,28.6,23.3
180,3,DSC,4.075,1.00,50.0,30.6,22.5
180,4,DSC,4.083,1.00,50.0,31.1,23.3
240,1,DSC,3.958,1.00,66.7,142.6,23.7
240,2,DSC,4.077,1.00,66.7,28.3,23.2
240,3,DSC,4.066,1.00,66.7,31.6,22.9
240,4,DSC,4.065,1.00,66.7,31.4,23.2
300,1,DSC,3.937,1.00,83.3,142.2,23.4
300,2,DSC,4.064,1.00,83.3,28.7,22.6
300,3,DSC,4.057,1.00,83.3,29.5,22.9
300,4,DSC,4.054,1.00,83.3,32.4,22.8
360,1,DSC,3.940,1.00,100.0,141.0,22.8
360,2,DSC,4.054,1.00,100.0,29.0,23.3
360,3,DSC,4.042,1.00,100.0,30.7,23.5
360,4,DSC,4.038,1.00,100.0,31.6,23.2
420,1,DSC,3.917,1.00,116.7,141.9,23.3
420,2,DSC,4.041,1.00,116.7,28.1,23.8
420,3,DSC,4.026,1.00,116.7,30.3,23.1
420,4,DSC,4.026,1.00,116.7,31.4,23.3
480,1,DSC,3.915,1.00,133.3,143.1,23.2
480,2,DSC,4.030,1.00,133.3,28.5,23.4
480,3,DSC,4.011,1.00,133.3,30.2,23.3
480,4,DSC,4.018,1.00,133.3,32.3,23.4
540,1,DSC,3.898,1.00,150.0,142.1,22.9
540,2,DSC,4.018,1.00,150.0,29.7,23.3
540,3,DSC,4.010,1.00,150.0,31.1,22.9
540,4,DSC,4.011,1.00,150.0,32.9,23.6
600,1,DSC,3.881,1.00,166.7,141.7,23.0
600,2,DSC,4.013,1.00,166.7,28.4,23.1
600,3,DSC,4.001,1.00,166.7,29.9,24.1
600,4,DSC,4.004,1.00,166.7,33.1,23.1
660,1,DSC,3.878,1.00,183.3,141.7,23.8
660,2,DSC,4.008,1.00,183.3,30.3,23.1
660,3,DSC,3.996,1.00,183.3,29.4,23.2
660,4,DSC,3.986,1.00,183.3,32.9,23.9
720,1,DSC,3.875,1.00,200.0,142.5,23.4
720,2,DSC,3.994,1.00,200.0,27.5,23.4
720,3,DSC,3.980,1.00,200.0,30.5,23.6
720,4,DSC,3.980,1.00,200.0,33.6,23.9
780,1,DSC,3.861,1.00,216.7,141.4,23.2
780,2,DSC,3.986,1.00,216.7,27.8,23.1
780,3,DSC,3.972,1.00,216.7,31.0,23.7
780,4,DSC,3.974,1.00,216.7,31.9,23.4
840,1,DSC,3.855,1.00,233.3,143.4,23.8
840,2,DSC,3.969,1.00,233.3,29.3,23.5
840,3,DSC,3.970,1.00,233.3,30.3,23.6
840,4,DSC,3.953,1.00,233.3,30.9,23.4
900,1,DSC,3.848,1.00,250.0,141.8,23.9
900,2,DSC,3.966,1.00,250.0,28.1,23.6
900,3,DSC,3.955,1.00,250.0,32.5,23.8
900,4,DSC,3.949,1.00,250.0,33.2,23.4
960,1,DSC,3.836,1.00,266.7,141.1,23.6
960,2,DSC,3.957,1.00,266.7,27.9,23.4
960,3,DSC,3.948,1.00,266.7,30.2,23.9
960,4,DSC,3.946,1.00,266.7,33.9,23.6
1020,1,DSC,3.829,1.00,283.3,142.7,23.9
1020,2,DSC,3.949,1.00,283.3,29.3,23.3
1020,3,DSC,3.941,1.00,283.3,30.6,23.6
1020,4,DSC,3.941,1.00,283.3,32.0,23.4
1080,1,DSC,3.824,1.00,300.0,141.4,23.4
1080,2,DSC,3.948,1.00,300.0,28.0,22.9
1080,3,DSC,3.939,1.00,300.0,31.3,23.2
1080,4,DSC,3.934,1.00,300.0,33.3,23.6
1140,1,DSC,3.811,1.00,316.7,141.1,23.5
1140,2,DSC,3.943,1.00,316.7,28.5,23.8
1140,3,DSC,3.924,1.00,316.7,29.8,23.4
1140,4,DSC,3.936,1.00,316.7,32.1,23.9
1200,1,DSC,3.813,1.00,333.3,141.8,24.1
1200,2,DSC,3.933,1.00,333.3,29.4,24.2
1200,3,DSC,3.922,1.00,333.3,30.8,23.9
1200,4,DSC,3.923,1.00,333.3,32.6,23.9
1260,1,DSC,3.800,1.00,350.0,142.4,23.7
1260,2,DSC,3.926,1.00,350.0,29.1,24.1
1260,3,DSC,3.919,1.00,350.0,30.7,23.5
1260,4,DSC,3.915,1.00,350.0,33.0,23.7
1320,1,DSC,3.793,1.00,366.7,141.7,23.7
1320,2,DSC,3.927,1.00,366.7,28.7,23.8
1320,3,DSC,3.905,1.00,366.7,30.5,23.3
1320,4,DSC,3.902,1.00,366.7,31.1,24.0
1380,1,DSC,3.796,1.00,383.3,141.2,24.2
1380,2,DSC,3.915,1.00,383.3,29.7,23.8
1380,3,DSC,3.903,1.00,383.3,29.5,23.7
1380,4,DSC,3.894,1.00,383.3,33.1,24.0
1440,1,DSC,3.788,1.00,400.0,142.3,24.0
1440,2,DSC,3.904,1.00,400.0,27.0,23.5
1440,3,DSC,3.897,1.00,400.0,30.7,24.4
1440,4,DSC,3.893,1.00,400.0,32.6,24.4
1500,1,DSC,3.776,1.00,416.7,142.8,23.5
1500,2,DSC,3.903,1.00,416.7,27.4,23.2
1500,3,DSC,3.888,1.00,416.7,30.8,23.9
1500,4,DSC,3.887,1.00,416.7,32.2,23.9
1560,1,DSC,3.760,1.00,433.3,141.1,23.8
1560,2,DSC,3.899,1.00,433.3,29.0,23.6
1560,3,DSC,3.879,1.00,433.3,30.0,23.5
1560,4,DSC,3.880,1.00,433.3,32.2,23.6
1620,1,DSC,3.768,1.00,450.0,142.1,24.4
1620,2,DSC,3.889,1.00,450.0,28.5,24.1
1620,3,DSC,3.880,1.00,450.0,30.7,24.0
1620,4,DSC,3.873,1.00,450.0,32.1,24.0
1680,1,DSC,3.760,1.00,466.7,143.6,24.1
1680,2,DSC,3.889,1.00,466.7,28.7,23.6
1680,3,DSC,3.874,1.00,466.7,30.2,23.7
1680,4,DSC,3.873,1.00,466.7,32.7,23.5
1740,1,DSC,3.750,1.00,483.3,141.6,24.1
1740,2,DSC,3.881,1.00,483.3,28.5,23.6
1740,3,DSC,3.872,1.00,483.3,29.5,24.1
1740,4,DSC,3.856,1.00,483.3,30.8,24.5
1800,1,DSC,3.750,1.00,500.0,142.3,24.0
1800,2,DSC,3.880,1.00,500.0,27.2,23.7
1800,3,DSC,3.861,1.00,500.0,29.9,23.5
1800,4,DSC,3.855,1.00,500.0,32.0,24.1
1860,1,DSC,3.743,1.00,516.7,142.3,23.7
1860,2,DSC,3.869,1.00,516.7,28.4,24.3
1860,3,DSC,3.853,1.00,516.7,31.6,23.8
1860,4,DSC,3.846,1.00,516.7,31.6,23.5
1920,1,DSC,3.739,1.00,533.3,143.1,24.4
1920,2,DSC,3.871,1.00,533.3,29.4,24.0
1920,3,DSC,3.852,1.00,533.3,31.0,24.0
1920,4,DSC,3.850,1.00,533.3,32.5,24.1
1980,1,DSC,3.724,1.00,550.0,142.3,24.3
1980,2,DSC,3.869,1.00,550.0,26.9,23.7
1980,3,DSC,3.844,1.00,550.0,30.3,24.0
1980,4,DSC,3.832,1.00,550.0,32.6,24.1
2040,1,DSC,3.727,1.00,566.7,142.1,24.1
2040,2,DSC,3.851,1.00,566.7,29.3,24.5
2040,3,DSC,3.835,1.00,566.7,30.4,24.2
2040,4,DSC,3.834,1.00,566.7,31.3,23.9
2100,1,DSC,3.718,1.00,583.3,141.0,24.0
2100,2,DSC,3.852,1.00,583.3,27.3,24.0
2100,3,DSC,3.827,1.00,583.3,30.3,24.0
2100,4,DSC,3.833,1.00,583.3,32.1,24.6
2160,1,DSC,3.717,1.00,600.0,141.8,24.0
2160,2,DSC,3.838,1.00,600.0,28.2,24.0
2160,3,DSC,3.829,1.00,600.0,31.3,24.1
2160,4,DSC,3.832,1.00,600.0,31.9,24.2
2220,1,DSC,3.712,1.00,616.7,142.9,24.2
2220,2,DSC,3.847,1.00,616.7,27.6,24.1
2220,3,DSC,3.813,1.00,616.7,30.2,24.2
2220,4,DSC,3.816,1.00,616.7,32.3,24.5
2280,1,DSC,3.706,1.00,633.3,141.4,23.2
2280,2,DSC,3.835,1.00,633.3,27.8,24.2
2280,3,DSC,3.814,1.00,633.3,30.3,24.1
2280,4,DSC,3.817,1.00,633.3,32.1,24.1
2340,1,DSC,3.694,1.00,650.0,141.4,24.5
2340,2,DSC,3.824,1.00,650.0,28.7,24.0
2340,3,DSC,3.810,1.00,650.0,31.2,24.0
2340,4,DSC,3.803,1.00,650.0,33.0,24.5
2400,1,DSC,3.700,1.00,666.7,140.8,24.3
2400,2,DSC,3.826,1.00,666.7,28.0,24.5
2400,3,DSC,3.801,1.00,666.7,30.6,24.6
2400,4,DSC,3.799,1.00,666.7,32.5,24.8
2460,1,DSC,3.693,1.00,683.3,141.1,24.3
