SkyRC MC5000 Charge Analyzer,Firmware V1.08,,,,,,
Program,Discharge Test,Cut-off Voltage,2.80V,Discharge Current,1.00A,,
Time(s),Slot,Mode,Voltage(V),Current(A),Capacity(mAh),IR(mOhm),Temp(C)
0,1,DSC,4.115,1.00,0.0,34.0,23.0
0,2,DSC,4.116,1.00,0.0,36.4,22.3
0,3,DSC,4.122,1.00,0.0,30.5,22.8
0,4,DSC,4.118,1.00,0.0,31.1,23.2
60,1,DSC,4.109,1.00,16.7,32.8,23.2
60,2,DSC,4.100,1.00,16.7,35.9,22.9
60,3,DSC,4.100,1.00,16.7,31.6,22.9
60,4,DSC,4.103,1.00,16.7,31.5,22.7
120,1,DSC,4.085,1.00,33.3,34.2,23.3
120,2,DSC,4.081,1.00,33.3,35.6,22.6
120,3,DSC,4.091,1.00,33.3,29.7,23.0
120,4,DSC,4.091,1.00,33.3,31.8,23.1
180,1,DSC,4.070,1.00,50.0,33.6,23.3
180,2,DSC,4.070,1.00,50.0,34.9,22.9
180,3,DSC,4.080,1.00,50.0,30.6,23.3
180,4,DSC,4.081,1.00,50.0,30.8,23.3
240,1,DSC,4.061,1.00,66.7,33.7,22.5
240,2,DSC,4.054,1.00,66.7,35.8,22.9
240,3,DSC,4.072,1.00,66.7,31.5,23.0
240,4,DSC,4.068,1.00,66.7,30.3,23.6
300,1,DSC,4.055,1.00,83.3,34.1,23.2
300,2,DSC,4.042,1.00,83.3,35.2,23.4
300,3,DSC,4.067,1.00,83.3,31.0,23.3
300,4,DSC,4.053,1.00,83.3,29.6,23.2
360,1,DSC,4.045,1.00,100.0,35.4,23.1
360,2,DSC,4.026,1.00,100.0,35.2,23.8
360,3,DSC,4.046,1.00,100.0,30.1,23.1
360,4,DSC,4.042,1.00,100.0,31.6,22.6
420,1,DSC,4.023,1.00,116.7,34.3,23.7
420,2,DSC,4.019,1.00,116.7,36.1,23.4
420,3,DSC,4.039,1.00,116.7,30.8,22.8
420,4,DSC,4.030,1.00,116.7,30.3,22.9
480,1,DSC,4.017,1.00,133.3,34.4,22.9
480,2,DSC,3.999,1.00,133.3,37.2,23.2
480,3,DSC,4.023,1.00,133.3,30.1,23.3
480,4,DSC,4.017,1.00,133.3,31.7,22.9
540,1,DSC,3.998,1.00,150.0,34.1,22.1
540,2,DSC,3.989,1.00,150.0,35.9,23.1
540,3,DSC,4.016,1.00,150.0,30.9,22.7
540,4,DSC,4.004,1.00,150.0,31.9,23.1
600,1,DSC,3.990,1.00,166.7,34.2,23.3
600,2,DSC,3.987,1.00,166.7,36.2,23.3
600,3,DSC,4.009,1.00,166.7,28.5,23.4
600,4,DSC,4.000,1.00,166.7,30.2,23.7
660,1,DSC,3.986,1.00,183.3,33.9,23.1
660,2,DSC,3.971,1.00,183.3,35.8,23.8
660,3,DSC,3.994,1.00,183.3,30.3,23.6
660,4,DSC,3.988,1.00,183.3,30.6,23.2
720,1,DSC,3.972,1.00,200.0,34.1,23.8
720,2,DSC,3.967,1.00,200.0,35.4,23.1
720,3,DSC,3.981,1.00,200.0,30.0,23.6
720,4,DSC,3.976,1.00,200.0,31.6,23.5
780,1,DSC,3.970,1.00,216.7,33.5,23.2
780,2,DSC,3.952,1.00,216.7,35.2,23.6
780,3,DSC,3.974,1.00,216.7,30.4,23.7
780,4,DSC,3.963,1.00,216.7,31.5,23.7
840,1,DSC,3.958,1.00,233.3,33.4,23.4
840,2,DSC,3.942,1.00,233.3,35.7,23.7
840,3,DSC,3.969,1.00,233.3,29.9,23.2
840,4,DSC,3.954,1.00,233.3,30.0,23.2
900,1,DSC,3.949,1.00,250.0,34.9,23.7
900,2,DSC,3.935,1.00,250.0,35.2,23.1
900,3,DSC,3.958,1.00,250.0,31.1,23.4
900,4,DSC,3.944,1.00,250.0,31.8,23.5
960,1,DSC,3.936,1.00,266.7,33.7,23.4
960,2,DSC,3.931,1.00,266.7,35.6,23.1
960,3,DSC,3.956,1.00,266.7,29.4,23.6
960,4,DSC,3.952,1.00,266.7,30.3,23.7
1020,1,DSC,3.935,1.00,283.3,34.6,23.2
1020,2,DSC,3.917,1.00,283.3,34.4,23.3
1020,3,DSC,3.942,1.00,283.3,29.7,23.4
1020,4,DSC,3.934,1.00,283.3,31.9,24.0
1080,1,DSC,3.933,1.00,300.0,34.3,24.0
1080,2,DSC,3.908,1.00,300.0,35.7,23.8
1080,3,DSC,3.940,1.00,300.0,29.8,24.0
1080,4,DSC,3.934,1.00,300.0,31.4,23.4
1140,1,DSC,3.922,1.00,316.7,35.0,23.3
1140,2,DSC,3.906,1.00,316.7,36.1,23.3
1140,3,DSC,3.933,1.00,316.7,30.4,23.5
1140,4,DSC,3.927,1.00,316.7,32.2,23.7
1200,1,DSC,3.908,1.00,333.3,35.3,23.6
1200,2,DSC,3.904,1.00,333.3,37.2,23.9
1200,3,DSC,3.927,1.00,333.3,31.0,23.8
1200,4,DSC,3.921,1.00,333.3,29.0,23.8
1260,1,DSC,3.911,1.00,350.0,33.8,24.0
1260,2,DSC,3.888,1.00,350.0,36.1,23.4
1260,3,DSC,3.924,1.00,350.0,30.1,23.4
1260,4,DSC,3.901,1.00,350.0,31.1,23.9
1320,1,DSC,3.902,1.00,366.7,34.6,23.9
1320,2,DSC,3.892,1.00,366.7,35.2,23.9
1320,3,DSC,3.919,1.00,366.7,31.8,23.9
1320,4,DSC,3.911,1.00,366.7,31.4,24.0
1380,1,DSC,3.893,1.00,383.3,34.8,23.4
1380,2,DSC,3.875,1.00,383.3,36.0,24.1
1380,3,DSC,3.911,1.00,383.3,30.8,23.7
1380,4,DSC,3.897,1.00,383.3,31.5,23.7
1440,1,DSC,3.892,1.00,400.0,35.1,23.1
1440,2,DSC,3.867,1.00,400.0,35.8,23.9
1440,3,DSC,3.907,1.00,400.0,30.6,23.8
1440,4,DSC,3.886,1.00,400.0,30.5,24.1
1500,1,DSC,3.887,1.00,416.7,33.5,24.1
1500,2,DSC,3.860,1.00,416.7,35.7,23.8
1500,3,DSC,3.894,1.00,416.7,32.1,24.2
1500,4,DSC,3.875,1.00,416.7,30.9,23.8
1560,1,DSC,3.878,1.00,433.3,32.9,24.2
1560,2,DSC,3.849,1.00,433.3,33.6,23.8
1560,3,DSC,3.895,1.00,433.3,30.9,23.7
1560,4,DSC,3.873,1.00,433.3,31.3,23.5
1620,1,DSC,3.870,1.00,450.0,33.8,23.9
1620,2,DSC,3.838,1.00,450.0,36.8,24.2
1620,3,DSC,3.879,1.00,450.0,30.6,23.9
1620,4,DSC,3.868,1.00,450.0,30.1,24.5
1680,1,DSC,3.860,1.00,466.7,34.1,23.7
1680,2,DSC,3.842,1.00,466.7,35.0,23.8
1680,3,DSC,3.879,1.00,466.7,31.6,23.6
1680,4,DSC,3.864,1.00,466.7,31.5,24.0
1740,1,DSC,3.859,1.00,483.3,33.2,23.8
1740,2,DSC,3.833,1.00,483.3,35.8,24.3
1740,3,DSC,3.876,1.00,483.3,31.4,24.1
1740,4,DSC,3.855,1.00,483.3,31.1,24.4
1800,1,DSC,3.848,1.00,500.0,33.9,24.4
1800,2,DSC,3.831,1.00,500.0,36.3,24.2
1800,3,DSC,3.868,1.00,500.0,30.1,23.4
1800,4,DSC,3.857,1.00,500.0,31.9,24.1
1860,1,DSC,3.848,1.00,516.7,33.6,24.1
1860,2,DSC,3.825,1.00,516.7,36.0,24.2
1860,3,DSC,3.865,1.00,516.7,29.5,24.4
1860,4,DSC,3.842,1.00,516.7,31.9,23.7
1920,1,DSC,3.841,1.00,533.3,34.8,23.8
1920,2,DSC,3.817,1.00,533.3,35.0,24.7
1920,3,DSC,3.853,1.00,533.3,31.4,23.8
1920,4,DSC,3.838,1.00,533.3,30.0,23.7
1980,1,DSC,3.833,1.00,550.0,35.2,23.7
1980,2,DSC,3.817,1.00,550.0,35.2,24.5
1980,3,DSC,3.843,1.00,550.0,30.4,24.1
1980,4,DSC,3.838,1.00,550.0,31.0,24.2
2040,1,DSC,3.830,1.00,566.7,33.7,24.5
2040,2,DSC,3.804,1.00,566.7,35.6,24.0
2040,3,DSC,3.845,1.00,566.7,30.0,24.1
2040,4,DSC,3.821,1.00,566.7,31.7,24.4
2100,1,DSC,3.823,1.00,583.3,33.9,24.5
2100,2,DSC,3.801,1.00,583.3,35.2,24.1
2100,3,DSC,3.838,1.00,583.3,30.0,23.7
2100,4,DSC,3.819,1.00,583.3,30.3,24.4
2160,1,DSC,3.817,1.00,600.0,34.3,24.2
2160,2,DSC,3.807,1.00,600.0,35.2,24.5
2160,3,DSC,3.832,1.00,600.0,30.2,24.3
2160,4,DSC,3.811,1.00,600.0,30.8,24.0
2220,1,DSC,3.814,1.00,616.7,33.4,24.2
2220,2,DSC,3.783,1.00,616.7,36.6,24.3
2220,3,DSC,3.834,1.00,616.7,31.9,24.2
2220,4,DSC,3.810,1.00,616.7,31.5,24.1
2280,1,DSC,3.808,1.00,633.3,35.4,24.2
2280,2,DSC,3.780,1.00,633.3,37.5,24.5
2280,3,DSC,3.823,1.00,633.3,29.9,24.0
2280,4,DSC,3.804,1.00,633.3,31.1,24.7
2340,1,DSC,3.804,1.00,650.0,33.2,24.1
2340,2,DSC,3.784,1.00,650.0,34.7,24.6
2340,3,DSC,3.829,1.00,650.0,28.6,24.0
2340,4,DSC,3.807,1.00,650.0,32.2,24.5
2400,1,DSC,3.796,1.00,666.7,33.7,24.5
2400,2,DSC,3.772,1.00,666.7,34.4,24.4
2400,3,DSC,3.811,1.00,666.7,30.7,23.8
2400,4,DSC,3.791,1.00,666.7,30.6,24.9
2460,1,DSC,3.792,1.00,683.3,32.8,24.5
2460,2,DSC,3.772,1.00,683.3,34.7,24.2
2460,3,DSC,3.808,1.00,683.3,30.0,24.4
2460,4,DSC,3.785,1.00,683.3,31.4,23.8
2520,1,DSC,3.787,1.00,700.0,34.0,24.2
2520,2,DSC,3.764,1.00,700.0,35.8,24.2
2520,3,DSC,3.801,1.00,700.0,30.2,24.4
2520,4,DSC,3.784,1.00,700.0,31.7,24.7
2580,1,DSC,3.782,1.00,716.7,34.4,25.2
2580,2,DSC,3.761,1.00,716.7,34.6,24.7
2580,3,DSC,3.801,1.00,716.7,30.2,24.4
2580,4,DSC,3.784,1.00,716.7,31.9,24.3
2640,1,DSC,3.778,1.00,733.3,34.5,24.2
2640,2,DSC,3.752,1.00,733.3,35.0,24.4
2640,3,DSC,3.797,1.00,733.3,30.9,24.2
2640,4,DSC,3.769,1.00,733.3,31.5,24.8
2700,1,DSC,3.772,1.00,750.0,34.6,25.0
2700,2,DSC,3.748,1.00,750.0,36.0,24.6
2700,3,DSC,3.792,1.00,750.0,31.0,24.4
2700,4,DSC,3.767,1.00,750.0,30.9,24.7
2760,1,DSC,3.768,1.00,766.7,34.0,24.4
2760,2,DSC,3.748,1.00,766.7,36.2,24.6
2760,3,DSC,3.787,1.00,766.7,30.1,24.7
2760,4,DSC,3.762,1.00,766.7,30.9,24.7
2820,1,DSC,3.765,1.00,783.3,35.3,24.7
2820,2,DSC,3.735,1.00,783.3,35.4,24.9
2820,3,DSC,3.775,1.00,783.3,30.2,24.8
2820,4,DSC,3.755,1.00,783.3,32.4,24.5
2880,1,DSC,3.755,1.00,800.0,33.6,24.7
2880,2,DSC,3.730,1.00,800.0,35.6,24.6
2880,3,DSC,3.772,1.00,800.0,30.4,24.7
2880,4,DSC,3.761,1.00,800.0,31.1,24.5
2940,1,DSC,3.760,1.00,816.7,33.4,24.5
2940,2,DSC,3.723,1.00,816.7,35.3,24.6
2940,3,DSC,3.772,1.00,816.7,31.1,24.5
2940,4,DSC,3.753,1.00,816.7,31.1,24.6
3000,1,DSC,3.749,1.00,833.3,34.0,24.6
3000,2,DSC,3.727,1.00,833.3,35.4,25.3
3000,3,DSC,3.765,1.00,833.3,29.5,24.7
3000,4,DSC,3.749,1.00,833.3,31.1,24.9
3060,1,DSC,3.748,1.00,850.0,35.5,24.6
3060,2,DSC,3.718,1.00,850.0,35.8,24.6
3060,3,DSC,3.754,1.00,850.0,30.4,24.7
3060,4,DSC,3.741,1.00,850.0,30.9,24.5
3120,1,DSC,3.744,1.00,866.7,34.8,24.8
3120,2,DSC,3.713,1.00,866.7,36.5,24.6
3120,3,DSC,3.759,1.00,866.7,30.7,25.0
3120,4,DSC,3.737,1.00,866.7,31.1,24.4
3180,1,DSC,3.730,1.00,883.3,34.8,24.7
3180,2,DSC,3.710,1.00,883.3,34.9,25.0
3180,3,DSC,3.760,1.00,883.3,29.6,24.5
3180,4,DSC,3.734,1.00,883.3,32.0,24.7
3240,1,DSC,3.730,1.00,900.0,35.0,24.9
3240,2,DSC,3.704,1.00,900.0,36.5,25.2
3240,3,DSC,3.742,1.00,900.0,30.1,24.4
3240,4,DSC,3.724,1.00,900.0,31.1,25.1
3300,1,DSC,3.725,1.00,916.7,34.0,25.0
3300,2,DSC,3.692,1.00,916.7,34.6,25.8
3300,3,DSC,3.741,1.00,916.7,30.2,24.9
3300,4,DSC,3.721,1.00,916.7,30.9,24.6
3360,1,DSC,3.716,1.00,933.3,33.9,24.5
3360,2,DSC,3.695,1.00,933.3,36.2,25.4
3360,3,DSC,3.741,1.00,933.3,31.1,24.6
3360,4,DSC,3.718,1.00,933.3,30.4,24.5
3420,1,DSC,3.714,1.00,950.0,32.7,24.7
3420,2,DSC,3.692,1.00,950.0,35.6,25.5
3420,3,DSC,3.740,1.00,950.0,31.3,25.2
3420,4,DSC,3.712,1.00,950.0,32.3,25.2
3480,1,DSC,3.710,1.00,966.7,34.3,24.9
3480,2,DSC,3.686,1.00,966.7,36.0,25.2
3480,3,DSC,3.738,1.00,966.7,30.8,25.1
3480,4,DSC,3.713,1.00,966.7,30.9,24.7
3540,1,DSC,3.712,1.00,983.3,34.2,24.6
3540,2,DSC,3.679,1.00,983.3,34.7,24.7
3540,3,DSC,3.729,1.00,983.3,30.4,24.5
3540,4,DSC,3.698,1.00,983.3,30.5,24.8
3600,1,DSC,3.708,1.00,1000.0,34.5,24.7
3600,2,DSC,3.666,1.00,1000.0,36.0,25.5
3600,3,DSC,3.726,1.00,1000.0,30.4,23.9
3600,4,DSC,3.704,1.00,1000.0,31.2,25.0
3660,1,DSC,3.695,1.00,1016.7,34.3,25.5
3660,2,DSC,3.674,1.00,1016.7,35.4,25.1
3660,3,DSC,3.719,1.00,1016.7,28.7,25.3
3660,4,DSC,3.695,1.00,1016.7,30.5,24.7
3720,1,DSC,3.687,1.00,1033.3,34.6,25.3
3720,2,DSC,3.661,1.00,1033.3,36.1,25.3
3720,3,DSC,3.720,1.00,1033.3,28.8,24.6
3720,4,DSC,3.689,1.00,1033.3,32.6,25.0
3780,1,DSC,3.688,1.00,1050.0,34.6,25.6
3780,2,DSC,3.661,1.00,1050.0,34.5,25.3
3780,3,DSC,3.711,1.00,1050.0,28.5,24.5
3780,4,DSC,3.684,1.00,1050.0,31.0,24.6
3840,1,DSC,3.688,1.00,1066.7,33.4,25.3
3840,2,DSC,3.661,1.00,1066.7,35.5,24.9
3840,3,DSC,3.707,1.00,1066.7,30.3,25.1
3840,4,DSC,3.688,1.00,1066.7,31.1,25.2
3900,1,DSC,3.680,1.00,1083.3,35.1,25.4
3900,2,DSC,3.645,1.00,1083.3,35.9,25.6
3900,3,DSC,3.701,1.00,1083.3,29.6,25.2
3900,4,DSC,3.682,1.00,1083.3,31.8,24.9
3960,1,DSC,3.684,1.00,1100.0,33.1,24.9
3960,2,DSC,3.644,1.00,1100.0,36.4,25.3
3960,3,DSC,3.694,1.00,1100.0,31.5,25.1
3960,4,DSC,3.674,1.00,1100.0,31.9,25.3
4020,1,DSC,3.670,1.00,1116.7,35.1,25.1
4020,2,DSC,3.642,1.00,1116.7,34.9,25.9
4020,3,DSC,3.692,1.00,1116.7,31.2,25.5
4020,4,DSC,3.670,1.00,1116.7,31.6,25.3
4080,1,DSC,3.668,1.00,1133.3,33.7,25.0
4080,2,DSC,3.636,1.00,1133.3,36.7,25.4
4080,3,DSC,3.687,1.00,1133.3,29.9,25.0
4080,4,DSC,3.674,1.00,1133.3,31.2,25.4
4140,1,DSC,3.667,1.00,1150.0,34.4,25.4
4140,2,DSC,3.632,1.00,1150.0,36.3,25.5
4140,3,DSC,3.687,1.00,1150.0,32.8,24.7
4140,4,DSC,3.664,1.00,1150.0,31.5,25.3
4200,1,DSC,3.660,1.00,1166.7,34.2,25.7
4200,2,DSC,3.633,1.00,1166.7,35.8,25.0
