SkyRC MC5000 Charge Analyzer,Firmware V1.08,,,,,,
Program,Discharge Test,Cut-off Voltage,2.80V,Discharge Current,1.00A,,
Time(s),Slot,Mode,Voltage(V),Current(A),Capacity(mAh),IR(mOhm),Temp(C)
0,1,DSC,4.102,1.00,0.0,46.3,22.5
0,2,DSC,4.119,1.00,0.0,29.1,23.1
0,3,DSC,4.111,1.00,0.0,35.9,23.1
0,4,DSC,4.120,1.00,0.0,32.0,23.2
60,1,DSC,4.079,1.00,16.7,47.9,23.4
60,2,DSC,4.101,1.00,16.7,28.7,22.8
60,3,DSC,4.101,1.00,16.7,36.8,22.9
60,4,DSC,4.100,1.00,16.7,31.6,23.4
120,1,DSC,4.062,1.00,33.3,47.7,23.4
120,2,DSC,4.092,1.00,33.3,30.4,23.4
120,3,DSC,4.093,1.00,33.3,35.8,23.3
120,4,DSC,4.093,1.00,33.3,31.6,23.3
180,1,DSC,4.038,1.00,50.0,46.9,22.9
180,2,DSC,4.082,1.00,50.0,30.1,22.9
180,3,DSC,4.079,1.00,50.0,35.0,22.5
180,4,DSC,4.081,1.00,50.0,31.4,23.2
240,1,DSC,4.014,1.00,66.7,48.6,23.4
240,2,DSC,4.070,1.00,66.7,29.7,22.4
240,3,DSC,4.063,1.00,66.7,35.8,22.6
240,4,DSC,4.068,1.00,66.7,30.2,23.1
300,1,DSC,3.998,1.00,83.3,46.9,23.0
300,2,DSC,4.057,1.00,83.3,29.6,22.7
300,3,DSC,4.052,1.00,83.3,36.6,23.0
300,4,DSC,4.051,1.00,83.3,31.1,22.8
360,1,DSC,3.976,1.00,100.0,47.0,24.3
360,2,DSC,4.050,1.00,100.0,30.0,23.7
360,3,DSC,4.049,1.00,100.0,35.6,22.7
360,4,DSC,4.036,1.00,100.0,31.9,23.1
420,1,DSC,3.970,1.00,116.7,46.2,24.0
420,2,DSC,4.031,1.00,116.7,29.4,22.9
420,3,DSC,4.031,1.00,116.7,34.9,22.9
420,4,DSC,4.025,1.00,116.7,31.5,23.1
480,1,DSC,3.957,1.00,133.3,48.1,23.2
480,2,DSC,4.024,1.00,133.3,29.4,23.1
480,3,DSC,4.015,1.00,133.3,35.7,23.0
480,4,DSC,4.016,1.00,133.3,31.0,23.2
540,1,DSC,3.946,1.00,150.0,48.2,23.4
540,2,DSC,4.007,1.00,150.0,29.7,23.2
540,3,DSC,4.009,1.00,150.0,35.0,23.6
540,4,DSC,4.005,1.00,150.0,32.0,23.1
600,1,DSC,3.924,1.00,166.7,47.5,23.5
600,2,DSC,3.998,1.00,166.7,30.2,23.7
600,3,DSC,3.998,1.00,166.7,35.7,23.5
600,4,DSC,4.003,1.00,166.7,31.4,23.6
660,1,DSC,3.920,1.00,183.3,47.3,23.8
660,2,DSC,3.989,1.00,183.3,28.9,22.9
660,3,DSC,3.990,1.00,183.3,34.5,23.4
660,4,DSC,3.988,1.00,183.3,31.4,23.0
720,1,DSC,3.918,1.00,200.0,47.5,23.7
720,2,DSC,3.980,1.00,200.0,29.3,23.5
720,3,DSC,3.986,1.00,200.0,37.1,23.5
720,4,DSC,3.975,1.00,200.0,30.7,23.1
780,1,DSC,3.899,1.00,216.7,46.7,23.9
780,2,DSC,3.967,1.00,216.7,30.6,23.6
780,3,DSC,3.979,1.00,216.7,35.9,23.5
780,4,DSC,3.963,1.00,216.7,32.8,23.5
840,1,DSC,3.888,1.00,233.3,47.0,23.2
840,2,DSC,3.963,1.00,233.3,28.9,23.3
840,3,DSC,3.957,1.00,233.3,35.5,23.5
840,4,DSC,3.966,1.00,233.3,32.9,23.4
900,1,DSC,3.875,1.00,250.0,46.3,24.0
900,2,DSC,3.955,1.00,250.0,29.9,23.5
900,3,DSC,3.950,1.00,250.0,34.1,23.7
900,4,DSC,3.947,1.00,250.0,30.8,23.4
960,1,DSC,3.870,1.00,266.7,47.5,24.2
960,2,DSC,3.946,1.00,266.7,28.8,23.9
960,3,DSC,3.943,1.00,266.7,36.3,23.7
960,4,DSC,3.941,1.00,266.7,32.0,23.5
1020,1,DSC,3.857,1.00,283.3,46.7,23.5
1020,2,DSC,3.939,1.00,283.3,29.7,23.8
1020,3,DSC,3.946,1.00,283.3,36.0,23.5
1020,4,DSC,3.937,1.00,283.3,32.0,23.6
1080,1,DSC,3.845,1.00,300.0,47.0,23.7
1080,2,DSC,3.931,1.00,300.0,29.2,23.9
1080,3,DSC,3.938,1.00,300.0,34.7,23.7
1080,4,DSC,3.930,1.00,300.0,32.4,23.5
1140,1,DSC,3.843,1.00,316.7,45.7,24.1
1140,2,DSC,3.923,1.00,316.7,31.0,24.3
1140,3,DSC,3.928,1.00,316.7,35.8,23.4
1140,4,DSC,3.921,1.00,316.7,32.1,24.0
1200,1,DSC,3.833,1.00,333.3,46.9,23.8
1200,2,DSC,3.920,1.00,333.3,29.2,23.6
1200,3,DSC,3.912,1.00,333.3,36.5,23.6
1200,4,DSC,3.917,1.00,333.3,31.3,23.3
1260,1,DSC,3.824,1.00,350.0,47.7,24.4
1260,2,DSC,3.911,1.00,350.0,29.4,23.8
