SkyRC MC5000 Charge Analyzer,Firmware V1.08,,,,,,
Program,Discharge Test,Cut-off Voltage,2.80V,Discharge Current,1.00A,,
Time(s),Slot,Mode,Voltage(V),Current(A),Capacity(mAh),IR(mOhm),Temp(C)
0,1,DSC,4.041,1.00,0.0,111.3,23.0
0,2,DSC,4.121,1.00,0.0,29.5,22.9
0,3,DSC,4.107,1.00,0.0,36.3,23.3
0,4,DSC,4.135,1.00,0.0,17.6,22.6
60,1,DSC,4.021,1.00,16.7,112.4,23.3
60,2,DSC,4.103,1.00,16.7,30.6,23.1
60,3,DSC,4.100,1.00,16.7,37.8,23.4
60,4,DSC,4.119,1.00,16.7,18.5,23.5
120,1,DSC,4.005,1.00,33.3,111.9,22.7
120,2,DSC,4.103,1.00,33.3,29.5,23.3
120,3,DSC,4.090,1.00,33.3,37.7,23.3
120,4,DSC,4.113,1.00,33.3,18.1,23.1
180,1,DSC,3.988,1.00,50.0,112.1,23.0
180,2,DSC,4.074,1.00,50.0,29.6,23.1
180,3,DSC,4.070,1.00,50.0,39.2,23.0
180,4,DSC,4.092,1.00,50.0,17.2,23.8
240,1,DSC,3.974,1.00,66.7,112.0,23.1
240,2,DSC,4.067,1.00,66.7,30.3,23.3
240,3,DSC,4.060,1.00,66.7,37.7,23.2
240,4,DSC,4.086,1.00,66.7,17.8,23.1
300,1,DSC,3.958,1.00,83.3,111.4,22.8
300,2,DSC,4.055,1.00,83.3,29.0,23.4
300,3,DSC,4.048,1.00,83.3,37.2,22.8
300,4,DSC,4.071,1.00,83.3,18.4,23.4
360,1,DSC,3.944,1.00,100.0,111.3,22.6
360,2,DSC,4.036,1.00,100.0,28.7,23.2
360,3,DSC,4.034,1.00,100.0,37.8,23.2
360,4,DSC,4.051,1.00,100.0,18.3,23.6
420,1,DSC,3.924,1.00,116.7,112.9,23.3
420,2,DSC,4.023,1.00,116.7,29.5,22.7
420,3,DSC,4.025,1.00,116.7,38.3,23.5
420,4,DSC,4.045,1.00,116.7,19.0,23.6
480,1,DSC,3.918,1.00,133.3,112.8,23.6
480,2,DSC,4.017,1.00,133.3,29.9,23.3
480,3,DSC,4.011,1.00,133.3,38.0,23.7
480,4,DSC,4.026,1.00,133.3,16.9,23.2
