SkyRC MC5000 Charge Analyzer,Firmware V1.08,,,,,,
Program,Discharge Test,Cut-off Voltage,2.80V,Discharge Current,1.00A,,
Time(s),Slot,Mode,Voltage(V),Current(A),Capacity(mAh),IR(mOhm),Temp(C)
0,1,DSC,4.116,1.00,0.0,31.2,22.8
0,2,DSC,4.125,1.00,0.0,22.8,23.4
0,3,DSC,4.117,1.00,0.0,31.8,22.5
0,4,DSC,4.111,1.00,0.0,44.1,23.6
60,1,DSC,4.100,1.00,16.7,29.6,23.2
60,2,DSC,4.108,1.00,16.7,23.2,23.0
60,3,DSC,4.105,1.00,16.7,31.9,23.6
60,4,DSC,4.090,1.00,16.7,44.3,22.6
120,1,DSC,4.093,1.00,33.3,29.1,23.2
120,2,DSC,4.100,1.00,33.3,22.0,23.3
120,3,DSC,4.095,1.00,33.3,31.5,23.2
120,4,DSC,4.072,1.00,33.3,43.3,23.0
180,1,DSC,4.080,1.00,50.0,30.6,23.3
180,2,DSC,4.080,1.00,50.0,22.7,23.4
180,3,DSC,4.086,1.00,50.0,30.6,23.0
180,4,DSC,4.061,1.00,50.0,44.4,23.0
240,1,DSC,4.065,1.00,66.7,30.3,23.3
240,2,DSC,4.071,1.00,66.7,23.5,22.9
240,3,DSC,4.068,1.00,66.7,31.4,23.7
240,4,DSC,4.042,1.00,66.7,43.7,23.0
300,1,DSC,4.056,1.00,83.3,30.9,23.5
300,2,DSC,4.059,1.00,83.3,22.2,23.3
300,3,DSC,4.064,1.00,83.3,31.7,22.9
300,4,DSC,4.019,1.00,83.3,43.1,22.9
360,1,DSC,4.037,1.00,100.0,31.0,23.2
360,2,DSC,4.045,1.00,100.0,22.2,23.0
360,3,DSC,4.038,1.00,100.0,30.3,23.5
360,4,DSC,4.008,1.00,100.0,44.4,22.9
420,1,DSC,4.029,1.00,116.7,29.9,23.0
420,2,DSC,4.032,1.00,116.7,23.5,23.5
420,3,DSC,4.022,1.00,116.7,33.0,23.2
420,4,DSC,3.994,1.00,116.7,43.3,22.9
480,1,DSC,4.016,1.00,133.3,31.4,23.1
480,2,DSC,4.015,1.00,133.3,23.5,23.0
480,3,DSC,4.021,1.00,133.3,32.3,22.9
480,4,DSC,3.984,1.00,133.3,44.5,23.7
540,1,DSC,4.005,1.00,150.0,30.1,22.6
540,2,DSC,4.008,1.00,150.0,23.2,23.6
540,3,DSC,4.012,1.00,150.0,32.8,23.3
540,4,DSC,3.974,1.00,150.0,44.4,23.5
