SkyRC MC5000 Charge Analyzer,Firmware V1.08,,,,,,
Program,Discharge Test,Cut-off Voltage,2.80V,Discharge Current,1.00A,,
Time(s),Slot,Mode,Voltage(V),Current(A),Capacity(mAh),IR(mOhm),Temp(C)
0,1,DSC,4.108,1.00,0.0,42.3,23.0
0,2,DSC,4.114,1.00,0.0,42.3,22.9
0,3,DSC,4.120,1.00,0.0,32.4,22.9
0,4,DSC,4.120,1.00,0.0,32.4,23.1
60,1,DSC,4.095,1.00,16.7,39.7,23.0
60,2,DSC,4.091,1.00,16.7,40.5,22.7
60,3,DSC,4.106,1.00,16.7,32.6,23.3
60,4,DSC,4.110,1.00,16.7,31.8,23.3
120,1,DSC,4.082,1.00,33.3,41.7,22.6
120,2,DSC,4.088,1.00,33.3,41.0,23.3
120,3,DSC,4.093,1.00,33.3,32.9,23.1
120,4,DSC,4.089,1.00,33.3,31.1,22.7
180,1,DSC,4.069,1.00,50.0,41.6,23.9
180,2,DSC,4.076,1.00,50.0,40.8,22.6
180,3,DSC,4.077,1.00,50.0,33.0,22.9
180,4,DSC,4.073,1.00,50.0,33.0,23.2
240,1,DSC,4.055,1.00,66.7,40.9,23.3
240,2,DSC,4.058,1.00,66.7,41.5,23.2
240,3,DSC,4.069,1.00,66.7,33.7,23.4
240,4,DSC,4.065,1.00,66.7,31.7,23.1
300,1,DSC,4.045,1.00,83.3,43.4,23.4
300,2,DSC,4.035,1.00,83.3,42.2,23.0
300,3,DSC,4.053,1.00,83.3,33.5,23.2
300,4,DSC,4.059,1.00,83.3,32.2,23.2
360,1,DSC,4.030,1.00,100.0,42.0,23.5
360,2,DSC,4.022,1.00,100.0,42.8,23.5
360,3,DSC,4.038,1.00,100.0,32.7,23.4
360,4,DSC,4.040,1.00,100.0,33.9,23.3
420,1,DSC,4.021,1.00,116.7,42.1,23.2
420,2,DSC,4.013,1.00,116.7,40.8,23.3
420,3,DSC,4.029,1.00,116.7,32.4,23.3
420,4,DSC,4.029,1.00,116.7,33.2,23.2
480,1,DSC,4.007,1.00,133.3,42.4,22.7
480,2,DSC,4.002,1.00,133.3,41.1,23.4
480,3,DSC,4.011,1.00,133.3,33.7,23.0
480,4,DSC,4.012,1.00,133.3,31.8,22.8
540,1,DSC,3.995,1.00,150.0,42.2,23.3
540,2,DSC,3.994,1.00,150.0,40.0,23.5
540,3,DSC,4.004,1.00,150.0,33.9,23.0
540,4,DSC,4.006,1.00,150.0,33.0,23.5
600,1,DSC,3.986,1.00,166.7,40.6,23.4
600,2,DSC,3.978,1.00,166.7,40.8,23.3
600,3,DSC,4.000,1.00,166.7,33.7,23.4
600,4,DSC,4.005,1.00,166.7,32.3,23.5
660,1,DSC,3.979,1.00,183.3,42.5,23.4
660,2,DSC,3.973,1.00,183.3,41.2,23.7
660,3,DSC,3.987,1.00,183.3,33.5,23.1
660,4,DSC,3.988,1.00,183.3,32.2,23.9
720,1,DSC,3.974,1.00,200.0,41.6,23.4
720,2,DSC,3.971,1.00,200.0,40.8,23.6
720,3,DSC,3.972,1.00,200.0,33.8,23.5
720,4,DSC,3.976,1.00,200.0,32.1,23.4
780,1,DSC,3.956,1.00,216.7,42.7,23.4
780,2,DSC,3.952,1.00,216.7,41.1,23.1
780,3,DSC,3.964,1.00,216.7,33.1,23.4
780,4,DSC,3.966,1.00,216.7,31.6,23.6
840,1,DSC,3.961,1.00,233.3,42.5,23.7
840,2,DSC,3.950,1.00,233.3,41.0,22.9
