SkyRC MC5000 Charge Analyzer,Firmware V1.08,,,,,,
Program,Discharge Test,Cut-off Voltage,2.80V,Discharge Current,1.00A,,
Time(s),Slot,Mode,Voltage(V),Current(A),Capacity(mAh),IR(mOhm),Temp(C)
0,1,DSC,4.114,1.00,0.0,27.7,23.5
0,2,DSC,4.126,1.00,0.0,25.2,23.3
0,3,DSC,4.133,1.00,0.0,23.4,23.1
0,4,DSC,4.119,1.00,0.0,32.5,22.6
60,1,DSC,4.105,1.00,16.7,28.0,23.2
60,2,DSC,4.112,1.00,16.7,26.2,22.8
60,3,DSC,4.110,1.00,16.7,25.0,22.5
60,4,DSC,4.102,1.00,16.7,33.4,22.9
120,1,DSC,4.098,1.00,33.3,30.0,23.0
120,2,DSC,4.095,1.00,33.3,25.2,23.3
120,3,DSC,4.100,1.00,33.3,25.4,23.6
120,4,DSC,4.097,1.00,33.3,33.0,22.7
180,1,DSC,4.092,1.00,50.0,28.8,23.3
180,2,DSC,4.089,1.00,50.0,25.3,23.3
180,3,DSC,4.086,1.00,50.0,25.1,22.8
180,4,DSC,4.078,1.00,50.0,33.6,23.0
240,1,DSC,4.071,1.00,66.7,29.5,23.5
240,2,DSC,4.072,1.00,66.7,25.0,22.8
240,3,DSC,4.072,1.00,66.7,25.2,22.9
240,4,DSC,4.066,1.00,66.7,33.3,23.3
300,1,DSC,4.062,1.00,83.3,28.7,23.2
300,2,DSC,4.056,1.00,83.3,25.5,23.0
300,3,DSC,4.056,1.00,83.3,24.6,23.0
300,4,DSC,4.049,1.00,83.3,34.0,23.5
360,1,DSC,4.043,1.00,100.0,29.7,23.0
360,2,DSC,4.046,1.00,100.0,26.4,23.2
360,3,DSC,4.044,1.00,100.0,23.5,23.5
360,4,DSC,4.038,1.00,100.0,33.4,22.9
420,1,DSC,4.030,1.00,116.7,30.1,23.5
420,2,DSC,4.035,1.00,116.7,24.5,23.0
420,3,DSC,4.032,1.00,116.7,25.7,23.1
420,4,DSC,4.010,1.00,116.7,33.8,23.8
480,1,DSC,4.019,1.00,133.3,29.3,23.5
480,2,DSC,4.026,1.00,133.3,26.7,23.0
480,3,DSC,4.016,1.00,133.3,25.1,23.1
480,4,DSC,4.010,1.00,133.3,33.1,23.3
540,1,DSC,4.011,1.00,150.0,28.7,22.9
540,2,DSC,4.010,1.00,150.0,25.2,23.7
540,3,DSC,4.009,1.00,150.0,24.2,22.8
540,4,DSC,3.996,1.00,150.0,34.5,23.3
600,1,DSC,3.998,1.00,166.7,30.5,23.2
600,2,DSC,4.009,1.00,166.7,24.7,23.3
600,3,DSC,4.000,1.00,166.7,24.6,23.4
600,4,DSC,3.996,1.00,166.7,33.5,22.8
660,1,DSC,3.988,1.00,183.3,29.2,23.3
660,2,DSC,3.997,1.00,183.3,25.5,23.9
660,3,DSC,3.994,1.00,183.3,24.3,23.2
660,4,DSC,3.980,1.00,183.3,33.7,23.4
720,1,DSC,3.978,1.00,200.0,29.5,23.6
720,2,DSC,3.987,1.00,200.0,26.0,23.8
720,3,DSC,3.980,1.00,200.0,25.5,23.5
720,4,DSC,3.976,1.00,200.0,34.0,23.2
780,1,DSC,3.975,1.00,216.7,28.3,24.0
780,2,DSC,3.976,1.00,216.7,25.7,23.3
780,3,DSC,3.973,1.00,216.7,24.4,23.2
780,4,DSC,3.962,1.00,216.7,32.2,23.3
840,1,DSC,3.962,1.00,233.3,29.1,24.2
840,2,DSC,3.967,1.00,233.3,25.6,23.5
840,3,DSC,3.960,1.00,233.3,24.9,23.4
840,4,DSC,3.942,1.00,233.3,33.5,23.6
900,1,DSC,3.955,1.00,250.0,29.0,23.6
900,2,DSC,3.957,1.00,250.0,24.9,23.7
900,3,DSC,3.951,1.00,250.0,23.9,24.0
900,4,DSC,3.944,1.00,250.0,34.3,23.6
960,1,DSC,3.949,1.00,266.7,29.9,23.2
960,2,DSC,3.944,1.00,266.7,25.0,23.2
960,3,DSC,3.946,1.00,266.7,24.8,23.4
960,4,DSC,3.935,1.00,266.7,33.5,23.2
1020,1,DSC,3.941,1.00,283.3,28.3,23.8
1020,2,DSC,3.947,1.00,283.3,24.0,23.2
1020,3,DSC,3.941,1.00,283.3,24.6,23.3
1020,4,DSC,3.934,1.00,283.3,34.4,23.8
1080,1,DSC,3.940,1.00,300.0,30.4,23.9
1080,2,DSC,3.935,1.00,300.0,24.9,23.5
1080,3,DSC,3.932,1.00,300.0,24.3,23.3
1080,4,DSC,3.923,1.00,300.0,34.3,24.4
1140,1,DSC,3.929,1.00,316.7,27.4,23.9
1140,2,DSC,3.937,1.00,316.7,24.3,23.8
1140,3,DSC,3.926,1.00,316.7,26.3,23.9
