SkyRC MC5000 Charge Analyzer,Firmware V1.08,,,,,,
Program,Discharge Test,Cut-off Voltage,2.80V,Discharge Current,1.00A,,
Time(s),Slot,Mode,Voltage(V),Current(A),Capacity(mAh),IR(mOhm),Temp(C)
0,1,DSC,4.111,1.00,0.0,38.6,22.7
0,2,DSC,4.119,1.00,0.0,30.6,23.4
0,3,DSC,4.126,1.00,0.0,28.9,23.0
0,4,DSC,4.126,1.00,0.0,26.5,22.9
60,1,DSC,4.104,1.00,16.7,37.7,23.8
60,2,DSC,4.110,1.00,16.7,30.9,22.1
60,3,DSC,4.107,1.00,16.7,29.1,22.9
60,4,DSC,4.109,1.00,16.7,27.9,23.2
120,1,DSC,4.085,1.00,33.3,38.9,22.9
120,2,DSC,4.087,1.00,33.3,29.7,23.2
120,3,DSC,4.095,1.00,33.3,28.9,22.9
120,4,DSC,4.096,1.00,33.3,27.5,23.1
180,1,DSC,4.072,1.00,50.0,38.1,23.5
180,2,DSC,4.082,1.00,50.0,29.9,23.4
180,3,DSC,4.085,1.00,50.0,27.7,22.6
180,4,DSC,4.086,1.00,50.0,28.6,22.9
240,1,DSC,4.061,1.00,66.7,39.4,22.6
240,2,DSC,4.062,1.00,66.7,29.7,23.6
240,3,DSC,4.071,1.00,66.7,30.3,22.6
240,4,DSC,4.072,1.00,66.7,27.5,22.9
300,1,DSC,4.043,1.00,83.3,38.7,23.3
300,2,DSC,4.058,1.00,83.3,29.9,23.3
300,3,DSC,4.059,1.00,83.3,29.0,23.3
300,4,DSC,4.046,1.00,83.3,27.1,22.4
360,1,DSC,4.029,1.00,100.0,37.8,22.7
360,2,DSC,4.040,1.00,100.0,30.5,23.5
360,3,DSC,4.051,1.00,100.0,29.7,23.7
360,4,DSC,4.051,1.00,100.0,27.7,22.8
420,1,DSC,4.022,1.00,116.7,39.1,23.0
420,2,DSC,4.020,1.00,116.7,32.0,23.4
420,3,DSC,4.035,1.00,116.7,28.3,23.7
420,4,DSC,4.028,1.00,116.7,28.1,23.5
480,1,DSC,4.007,1.00,133.3,39.0,23.0
480,2,DSC,4.011,1.00,133.3,30.8,23.1
480,3,DSC,4.028,1.00,133.3,28.8,23.0
480,4,DSC,4.017,1.00,133.3,26.7,22.7
540,1,DSC,4.002,1.00,150.0,39.0,23.0
540,2,DSC,4.004,1.00,150.0,29.3,23.5
540,3,DSC,4.008,1.00,150.0,29.3,23.6
540,4,DSC,4.014,1.00,150.0,27.7,23.3
600,1,DSC,3.998,1.00,166.7,39.4,22.6
600,2,DSC,3.991,1.00,166.7,30.5,23.9
600,3,DSC,3.996,1.00,166.7,30.3,23.4
600,4,DSC,3.994,1.00,166.7,29.0,23.9
660,1,DSC,3.984,1.00,183.3,39.0,23.4
660,2,DSC,3.990,1.00,183.3,30.6,23.4
660,3,DSC,3.989,1.00,183.3,29.8,23.5
660,4,DSC,3.990,1.00,183.3,27.5,23.1
720,1,DSC,3.972,1.00,200.0,39.0,22.9
720,2,DSC,3.973,1.00,200.0,29.9,23.7
720,3,DSC,3.986,1.00,200.0,30.1,22.9
720,4,DSC,3.982,1.00,200.0,27.9,23.6
780,1,DSC,3.975,1.00,216.7,39.0,23.7
780,2,DSC,3.966,1.00,216.7,30.3,23.3
780,3,DSC,3.970,1.00,216.7,27.8,23.8
780,4,DSC,3.969,1.00,216.7,27.2,23.7
840,1,DSC,3.957,1.00,233.3,38.4,23.3
840,2,DSC,3.966,1.00,233.3,29.6,23.5
840,3,DSC,3.964,1.00,233.3,28.2,23.3
840,4,DSC,3.969,1.00,233.3,27.2,23.0
900,1,DSC,3.951,1.00,250.0,38.3,23.6
900,2,DSC,3.946,1.00,250.0,30.8,23.2
900,3,DSC,3.954,1.00,250.0,29.3,23.4
900,4,DSC,3.951,1.00,250.0,27.5,23.5
960,1,DSC,3.941,1.00,266.7,38.1,23.6
960,2,DSC,3.945,1.00,266.7,28.9,23.3
960,3,DSC,3.951,1.00,266.7,28.3,23.0
960,4,DSC,3.942,1.00,266.7,27.7,23.4
1020,1,DSC,3.936,1.00,283.3,39.6,23.5
1020,2,DSC,3.938,1.00,283.3,28.4,23.6
1020,3,DSC,3.945,1.00,283.3,29.9,23.4
1020,4,DSC,3.944,1.00,283.3,27.2,23.3
1080,1,DSC,3.924,1.00,300.0,39.8,23.1
1080,2,DSC,3.928,1.00,300.0,29.4,23.4
1080,3,DSC,3.937,1.00,300.0,30.0,23.8
1080,4,DSC,3.933,1.00,300.0,25.6,23.0
1140,1,DSC,3.923,1.00,316.7,39.0,23.8
1140,2,DSC,3.914,1.00,316.7,30.4,23.6
1140,3,DSC,3.937,1.00,316.7,30.5,23.4
1140,4,DSC,3.926,1.00,316.7,27.9,23.8
1200,1,DSC,3.918,1.00,333.3,38.7,23.5
1200,2,DSC,3.906,1.00,333.3,30.2,23.5
1200,3,DSC,3.922,1.00,333.3,29.5,23.6
1200,4,DSC,3.930,1.00,333.3,27.3,23.6
1260,1,DSC,3.912,1.00,350.0,38.8,23.5
1260,2,DSC,3.908,1.00,350.0,29.6,23.7
1260,3,DSC,3.916,1.00,350.0,28.7,24.5
1260,4,DSC,3.920,1.00,350.0,27.6,23.6
1320,1,DSC,3.907,1.00,366.7,38.3,23.3
1320,2,DSC,3.906,1.00,366.7,30.6,23.5
1320,3,DSC,3.909,1.00,366.7,29.6,23.6
1320,4,DSC,3.915,1.00,366.7,29.0,23.4
1380,1,DSC,3.903,1.00,383.3,37.4,23.7
1380,2,DSC,3.893,1.00,383.3,29.0,23.3
1380,3,DSC,3.903,1.00,383.3,29.4,23.1
1380,4,DSC,3.906,1.00,383.3,28.4,23.4
1440,1,DSC,3.890,1.00,400.0,38.5,23.7
1440,2,DSC,3.885,1.00,400.0,30.7,23.6
1440,3,DSC,3.902,1.00,400.0,29.2,23.6
1440,4,DSC,3.891,1.00,400.0,26.6,23.9
1500,1,DSC,3.893,1.00,416.7,38.2,23.5
1500,2,DSC,3.885,1.00,416.7,29.8,23.4
1500,3,DSC,3.890,1.00,416.7,29.0,23.9
1500,4,DSC,3.888,1.00,416.7,28.6,23.9
1560,1,DSC,3.882,1.00,433.3,38.0,24.2
1560,2,DSC,3.872,1.00,433.3,30.1,24.0
1560,3,DSC,3.880,1.00,433.3,28.7,23.8
1560,4,DSC,3.879,1.00,433.3,27.3,24.1
1620,1,DSC,3.867,1.00,450.0,39.3,24.0
1620,2,DSC,3.868,1.00,450.0,30.9,24.1
1620,3,DSC,3.887,1.00,450.0,31.0,23.7
1620,4,DSC,3.876,1.00,450.0,28.4,24.1
1680,1,DSC,3.866,1.00,466.7,38.6,24.0
1680,2,DSC,3.866,1.00,466.7,30.0,24.0
1680,3,DSC,3.879,1.00,466.7,29.6,23.3
1680,4,DSC,3.864,1.00,466.7,27.3,24.1
1740,1,DSC,3.863,1.00,483.3,39.0,23.8
1740,2,DSC,3.848,1.00,483.3,30.3,24.3
1740,3,DSC,3.865,1.00,483.3,29.1,23.9
1740,4,DSC,3.858,1.00,483.3,27.4,24.0
1800,1,DSC,3.849,1.00,500.0,38.4,24.2
1800,2,DSC,3.844,1.00,500.0,30.5,24.3
1800,3,DSC,3.867,1.00,500.0,28.9,23.9
1800,4,DSC,3.858,1.00,500.0,26.9,24.2
1860,1,DSC,3.853,1.00,516.7,38.5,23.8
1860,2,DSC,3.844,1.00,516.7,31.5,24.2
1860,3,DSC,3.854,1.00,516.7,29.5,24.0
1860,4,DSC,3.841,1.00,516.7,28.1,23.9
1920,1,DSC,3.846,1.00,533.3,39.1,23.9
1920,2,DSC,3.834,1.00,533.3,31.6,23.6
1920,3,DSC,3.847,1.00,533.3,28.8,23.9
1920,4,DSC,3.839,1.00,533.3,27.8,24.0
1980,1,DSC,3.837,1.00,550.0,38.8,23.6
1980,2,DSC,3.834,1.00,550.0,30.6,23.9
1980,3,DSC,3.846,1.00,550.0,30.0,23.6
1980,4,DSC,3.840,1.00,550.0,29.8,24.3
2040,1,DSC,3.831,1.00,566.7,38.6,24.0
2040,2,DSC,3.828,1.00,566.7,31.1,23.7
2040,3,DSC,3.833,1.00,566.7,29.7,24.1
2040,4,DSC,3.832,1.00,566.7,27.8,24.4
2100,1,DSC,3.832,1.00,583.3,37.6,24.7
2100,2,DSC,3.826,1.00,583.3,30.0,23.6
2100,3,DSC,3.835,1.00,583.3,29.1,24.5
2100,4,DSC,3.830,1.00,583.3,27.8,24.2
2160,1,DSC,3.825,1.00,600.0,36.7,24.0
2160,2,DSC,3.817,1.00,600.0,30.3,24.2
2160,3,DSC,3.830,1.00,600.0,28.5,24.5
2160,4,DSC,3.821,1.00,600.0,28.0,24.4
2220,1,DSC,3.821,1.00,616.7,37.5,24.6
2220,2,DSC,3.806,1.00,616.7,30.5,23.9
2220,3,DSC,3.815,1.00,616.7,28.3,24.7
2220,4,DSC,3.823,1.00,616.7,27.6,24.2
2280,1,DSC,3.813,1.00,633.3,38.9,24.8
2280,2,DSC,3.806,1.00,633.3,29.8,24.2
2280,3,DSC,3.817,1.00,633.3,29.9,24.2
2280,4,DSC,3.813,1.00,633.3,27.1,24.0
2340,1,DSC,3.811,1.00,650.0,38.4,24.2
2340,2,DSC,3.797,1.00,650.0,31.1,24.3
2340,3,DSC,3.812,1.00,650.0,28.9,24.2
2340,4,DSC,3.819,1.00,650.0,28.9,24.0
2400,1,DSC,3.800,1.00,666.7,39.3,24.1
2400,2,DSC,3.790,1.00,666.7,30.5,24.5
2400,3,DSC,3.807,1.00,666.7,28.9,24.1
2400,4,DSC,3.804,1.00,666.7,27.8,24.1
2460,1,DSC,3.793,1.00,683.3,38.8,25.3
2460,2,DSC,3.788,1.00,683.3,29.0,24.9
2460,3,DSC,3.806,1.00,683.3,30.2,24.2
2460,4,DSC,3.800,1.00,683.3,27.8,23.8
2520,1,DSC,3.795,1.00,700.0,38.3,24.2
2520,2,DSC,3.781,1.00,700.0,30.3,24.5
2520,3,DSC,3.790,1.00,700.0,28.1,24.7
2520,4,DSC,3.795,1.00,700.0,27.2,24.3
2580,1,DSC,3.792,1.00,716.7,38.2,24.5
2580,2,DSC,3.778,1.00,716.7,29.9,24.3
2580,3,DSC,3.786,1.00,716.7,28.9,24.9
2580,4,DSC,3.791,1.00,716.7,27.4,24.5
2640,1,DSC,3.784,1.00,733.3,37.6,24.7
2640,2,DSC,3.770,1.00,733.3,30.2,25.0
2640,3,DSC,3.787,1.00,733.3,29.5,24.1
2640,4,DSC,3.777,1.00,733.3,26.9,25.0
2700,1,DSC,3.770,1.00,750.0,38.3,24.5
2700,2,DSC,3.760,1.00,750.0,31.3,24.6
2700,3,DSC,3.783,1.00,750.0,28.1,24.1
2700,4,DSC,3.781,1.00,750.0,27.1,25.0
2760,1,DSC,3.775,1.00,766.7,37.6,24.3
2760,2,DSC,3.758,1.00,766.7,29.7,24.4
2760,3,DSC,3.767,1.00,766.7,29.7,24.8
2760,4,DSC,3.769,1.00,766.7,27.7,24.6
2820,1,DSC,3.767,1.00,783.3,38.8,24.3
2820,2,DSC,3.749,1.00,783.3,29.4,24.0
2820,3,DSC,3.777,1.00,783.3,29.5,24.2
2820,4,DSC,3.769,1.00,783.3,27.1,24.3
2880,1,DSC,3.761,1.00,800.0,38.3,24.2
2880,2,DSC,3.757,1.00,800.0,30.4,24.6
2880,3,DSC,3.766,1.00,800.0,29.4,24.5
2880,4,DSC,3.758,1.00,800.0,27.8,24.7
2940,1,DSC,3.756,1.00,816.7,39.4,24.3
2940,2,DSC,3.742,1.00,816.7,30.2,24.9
2940,3,DSC,3.765,1.00,816.7,29.5,24.3
2940,4,DSC,3.759,1.00,816.7,28.2,25.2
3000,1,DSC,3.751,1.00,833.3,36.9,24.8
3000,2,DSC,3.734,1.00,833.3,31.3,24.7
3000,3,DSC,3.757,1.00,833.3,29.8,24.0
3000,4,DSC,3.752,1.00,833.3,27.3,24.9
3060,1,DSC,3.753,1.00,850.0,38.8,24.7
3060,2,DSC,3.740,1.00,850.0,30.8,24.8
3060,3,DSC,3.753,1.00,850.0,29.2,24.7
3060,4,DSC,3.749,1.00,850.0,28.2,24.3
3120,1,DSC,3.748,1.00,866.7,38.7,24.7
3120,2,DSC,3.726,1.00,866.7,30.3,25.0
3120,3,DSC,3.751,1.00,866.7,30.1,24.8
3120,4,DSC,3.740,1.00,866.7,28.3,24.9
3180,1,DSC,3.743,1.00,883.3,39.1,24.4
3180,2,DSC,3.725,1.00,883.3,29.8,25.3
3180,3,DSC,3.751,1.00,883.3,29.3,24.3
3180,4,DSC,3.739,1.00,883.3,28.1,24.9
3240,1,DSC,3.739,1.00,900.0,37.3,24.6
3240,2,DSC,3.728,1.00,900.0,29.5,24.9
3240,3,DSC,3.737,1.00,900.0,30.2,25.0
3240,4,DSC,3.727,1.00,900.0,28.3,25.1
3300,1,DSC,3.732,1.00,916.7,37.4,24.9
3300,2,DSC,3.716,1.00,916.7,31.7,24.6
3300,3,DSC,3.740,1.00,916.7,28.4,24.5
3300,4,DSC,3.727,1.00,916.7,27.4,24.8
3360,1,DSC,3.725,1.00,933.3,37.9,24.8
3360,2,DSC,3.721,1.00,933.3,31.0,24.9
3360,3,DSC,3.736,1.00,933.3,28.8,25.0
3360,4,DSC,3.730,1.00,933.3,26.8,24.7
3420,1,DSC,3.726,1.00,950.0,39.0,24.6
3420,2,DSC,3.711,1.00,950.0,30.9,25.0
3420,3,DSC,3.734,1.00,950.0,28.8,24.9
3420,4,DSC,3.718,1.00,950.0,28.8,25.0
3480,1,DSC,3.714,1.00,966.7,38.0,24.6
3480,2,DSC,3.701,1.00,966.7,29.2,25.0
3480,3,DSC,3.721,1.00,966.7,29.7,24.9
3480,4,DSC,3.718,1.00,966.7,27.5,24.6
3540,1,DSC,3.716,1.00,983.3,39.6,25.4
3540,2,DSC,3.699,1.00,983.3,30.8,24.8
3540,3,DSC,3.719,1.00,983.3,28.9,24.7
3540,4,DSC,3.716,1.00,983.3,26.4,24.7
3600,1,DSC,3.706,1.00,1000.0,39.0,25.0
3600,2,DSC,3.693,1.00,1000.0,28.9,25.1
3600,3,DSC,3.712,1.00,1000.0,28.6,25.0
3600,4,DSC,3.714,1.00,1000.0,27.7,24.9
3660,1,DSC,3.706,1.00,1016.7,38.6,25.1
3660,2,DSC,3.691,1.00,1016.7,30.3,25.4
3660,3,DSC,3.715,1.00,1016.7,29.2,24.7
3660,4,DSC,3.706,1.00,1016.7,27.3,25.1
3720,1,DSC,3.709,1.00,1033.3,38.5,24.8
3720,2,DSC,3.683,1.00,1033.3,30.5,24.8
3720,3,DSC,3.707,1.00,1033.3,30.5,24.6
3720,4,DSC,3.688,1.00,1033.3,27.3,25.6
3780,1,DSC,3.702,1.00,1050.0,38.3,24.2
3780,2,DSC,3.682,1.00,1050.0,30.6,24.5
3780,3,DSC,3.705,1.00,1050.0,29.8,25.1
3780,4,DSC,3.692,1.00,1050.0,26.1,24.9
3840,1,DSC,3.698,1.00,1066.7,39.6,25.1
3840,2,DSC,3.681,1.00,1066.7,30.3,25.3
3840,3,DSC,3.697,1.00,1066.7,29.8,25.2
3840,4,DSC,3.687,1.00,1066.7,28.5,24.7
3900,1,DSC,3.693,1.00,1083.3,37.6,24.8
3900,2,DSC,3.675,1.00,1083.3,30.3,25.3
3900,3,DSC,3.689,1.00,1083.3,29.6,25.0
3900,4,DSC,3.693,1.00,1083.3,27.4,24.9
3960,1,DSC,3.691,1.00,1100.0,38.3,25.6
3960,2,DSC,3.667,1.00,1100.0,30.1,25.2
3960,3,DSC,3.694,1.00,1100.0,28.8,25.2
3960,4,DSC,3.680,1.00,1100.0,27.8,24.5
4020,1,DSC,3.691,1.00,1116.7,38.2,24.5
4020,2,DSC,3.661,1.00,1116.7,31.0,25.1
4020,3,DSC,3.687,1.00,1116.7,28.1,25.0
4020,4,DSC,3.674,1.00,1116.7,27.4,24.7
4080,1,DSC,3.680,1.00,1133.3,38.7,25.3
