SkyRC MC5000 Charge Analyzer,Firmware V1.08,,,,,,
Program,Discharge Test,Cut-off Voltage,2.80V,Discharge Current,1.00A,,
Time(s),Slot,Mode,Voltage(V),Current(A),Capacity(mAh),IR(mOhm),Temp(C)
0,1,DSC,4.115,1.00,0.0,35.3,22.6
0,2,DSC,4.121,1.00,0.0,26.8,23.1
0,3,DSC,4.121,1.00,0.0,29.9,22.9
0,4,DSC,4.109,1.00,0.0,38.2,23.6
60,1,DSC,4.108,1.00,16.7,34.6,22.8
60,2,DSC,4.111,1.00,16.7,26.2,22.7
60,3,DSC,4.108,1.00,16.7,30.4,22.6
60,4,DSC,4.099,1.00,16.7,36.6,22.9
120,1,DSC,4.091,1.00,33.3,33.7,23.0
120,2,DSC,4.097,1.00,33.3,26.5,22.8
120,3,DSC,4.093,1.00,33.3,30.5,23.6
120,4,DSC,4.085,1.00,33.3,38.5,23.8
180,1,DSC,4.079,1.00,50.0,33.5,22.8
180,2,DSC,4.093,1.00,50.0,26.1,23.0
180,3,DSC,4.081,1.00,50.0,30.1,23.5
180,4,DSC,4.065,1.00,50.0,36.8,23.0
240,1,DSC,4.067,1.00,66.7,33.1,23.4
240,2,DSC,4.071,1.00,66.7,27.3,23.0
240,3,DSC,4.064,1.00,66.7,29.1,23.1
240,4,DSC,4.056,1.00,66.7,37.3,23.8
300,1,DSC,4.051,1.00,83.3,34.6,23.1
300,2,DSC,4.065,1.00,83.3,27.3,23.5
300,3,DSC,4.055,1.00,83.3,30.7,23.2
300,4,DSC,4.047,1.00,83.3,38.8,23.7
360,1,DSC,4.042,1.00,100.0,34.8,23.3
360,2,DSC,4.047,1.00,100.0,26.7,23.1
360,3,DSC,4.044,1.00,100.0,29.8,23.5
360,4,DSC,4.031,1.00,100.0,36.8,23.6
420,1,DSC,4.030,1.00,116.7,34.6,23.0
420,2,DSC,4.035,1.00,116.7,26.5,23.5
420,3,DSC,4.035,1.00,116.7,29.0,23.5
420,4,DSC,4.028,1.00,116.7,38.3,22.9
480,1,DSC,4.014,1.00,133.3,33.7,23.1
480,2,DSC,4.024,1.00,133.3,26.3,23.5
480,3,DSC,4.023,1.00,133.3,29.7,23.1
480,4,DSC,4.013,1.00,133.3,38.4,23.0
540,1,DSC,4.000,1.00,150.0,35.0,23.4
540,2,DSC,4.013,1.00,150.0,27.4,23.5
540,3,DSC,4.019,1.00,150.0,30.5,22.7
540,4,DSC,3.995,1.00,150.0,38.0,23.9
600,1,DSC,4.006,1.00,166.7,32.9,23.1
600,2,DSC,4.006,1.00,166.7,26.4,23.9
600,3,DSC,3.999,1.00,166.7,31.1,23.0
600,4,DSC,3.988,1.00,166.7,38.2,22.9
