SkyRC MC5000 Charge Analyzer,Firmware V1.08,,,,,,
Program,Discharge Test,Cut-off Voltage,2.80V,Discharge Current,1.00A,,
Time(s),Slot,Mode,Voltage(V),Current(A),Capacity(mAh),IR(mOhm),Temp(C)
0,1,DSC,4.124,1.00,0.0,35.9,23.3
0,2,DSC,4.127,1.00,0.0,30.8,23.8
0,3,DSC,4.119,1.00,0.0,31.3,23.1
0,4,DSC,4.118,1.00,0.0,28.2,23.2
60,1,DSC,4.099,1.00,16.7,34.8,23.0
60,2,DSC,4.097,1.00,16.7,30.1,22.7
60,3,DSC,4.113,1.00,16.7,31.9,22.8
60,4,DSC,4.115,1.00,16.7,28.4,23.4
120,1,DSC,4.092,1.00,33.3,35.1,22.6
120,2,DSC,4.099,1.00,33.3,29.9,23.2
120,3,DSC,4.090,1.00,33.3,31.5,23.2
120,4,DSC,4.089,1.00,33.3,28.5,23.0
180,1,DSC,4.075,1.00,50.0,35.8,22.9
180,2,DSC,4.079,1.00,50.0,29.7,22.9
180,3,DSC,4.074,1.00,50.0,32.0,22.8
180,4,DSC,4.078,1.00,50.0,29.6,22.8
240,1,DSC,4.061,1.00,66.7,36.0,22.8
240,2,DSC,4.077,1.00,66.7,30.7,23.1
240,3,DSC,4.064,1.00,66.7,31.5,23.1
240,4,DSC,4.063,1.00,66.7,29.2,23.2
300,1,DSC,4.057,1.00,83.3,35.3,23.5
300,2,DSC,4.059,1.00,83.3,30.5,23.2
300,3,DSC,4.056,1.00,83.3,31.8,22.5
300,4,DSC,4.059,1.00,83.3,28.8,23.4
360,1,DSC,4.039,1.00,100.0,34.3,23.3
360,2,DSC,4.045,1.00,100.0,30.8,23.0
360,3,DSC,4.032,1.00,100.0,31.0,23.3
360,4,DSC,4.042,1.00,100.0,29.3,23.3
420,1,DSC,4.019,1.00,116.7,35.4,23.8
420,2,DSC,4.036,1.00,116.7,30.4,23.0
420,3,DSC,4.023,1.00,116.7,31.0,23.3
420,4,DSC,4.027,1.00,116.7,29.0,23.0
480,1,DSC,4.009,1.00,133.3,34.5,23.1
480,2,DSC,4.025,1.00,133.3,30.6,23.3
480,3,DSC,4.012,1.00,133.3,31.2,22.9
480,4,DSC,4.016,1.00,133.3,27.6,22.8
540,1,DSC,4.005,1.00,150.0,35.5,23.4
540,2,DSC,4.018,1.00,150.0,31.0,22.7
540,3,DSC,4.006,1.00,150.0,29.7,23.7
540,4,DSC,4.012,1.00,150.0,28.2,23.3
600,1,DSC,3.996,1.00,166.7,35.4,23.0
600,2,DSC,4.008,1.00,166.7,30.1,23.5
