SkyRC MC5000 Charge Analyzer,Firmware V1.08,,,,,,
Program,Discharge Test,Cut-off Voltage,2.80V,Discharge Current,1.00A,,
Time(s),Slot,Mode,Voltage(V),Current(A),Capacity(mAh),IR(mOhm),Temp(C)
0,1,DSC,4.122,1.00,0.0,30.7,23.2
0,2,DSC,4.125,1.00,0.0,26.6,23.3
0,3,DSC,4.122,1.00,0.0,24.0,22.9
0,4,DSC,4.119,1.00,0.0,36.2,22.8
60,1,DSC,4.103,1.00,16.7,30.6,23.0
60,2,DSC,4.107,1.00,16.7,26.4,23.2
60,3,DSC,4.113,1.00,16.7,25.3,22.5
60,4,DSC,4.095,1.00,16.7,37.2,22.8
120,1,DSC,4.091,1.00,33.3,31.0,22.8
120,2,DSC,4.102,1.00,33.3,25.9,23.0
120,3,DSC,4.101,1.00,33.3,24.5,23.0
120,4,DSC,4.087,1.00,33.3,36.9,22.7
180,1,DSC,4.083,1.00,50.0,30.9,23.2
180,2,DSC,4.087,1.00,50.0,26.9,23.0
180,3,DSC,4.088,1.00,50.0,24.8,23.3
180,4,DSC,4.076,1.00,50.0,36.7,23.2
240,1,DSC,4.077,1.00,66.7,32.8,22.8
240,2,DSC,4.071,1.00,66.7,24.7,23.0
240,3,DSC,4.071,1.00,66.7,25.6,23.1
240,4,DSC,4.062,1.00,66.7,38.6,23.5
300,1,DSC,4.056,1.00,83.3,31.1,22.8
300,2,DSC,4.069,1.00,83.3,27.1,23.3
300,3,DSC,4.060,1.00,83.3,24.8,22.9
300,4,DSC,4.052,1.00,83.3,37.0,23.6
360,1,DSC,4.040,1.00,100.0,31.5,22.9
360,2,DSC,4.049,1.00,100.0,27.2,23.4
360,3,DSC,4.041,1.00,100.0,26.4,23.3
360,4,DSC,4.032,1.00,100.0,37.0,23.2
420,1,DSC,4.031,1.00,116.7,31.8,23.7
420,2,DSC,4.034,1.00,116.7,25.6,23.6
420,3,DSC,4.029,1.00,116.7,24.4,23.0
420,4,DSC,4.023,1.00,116.7,37.2,22.9
480,1,DSC,4.020,1.00,133.3,32.0,23.4
480,2,DSC,4.021,1.00,133.3,26.6,23.3
480,3,DSC,4.015,1.00,133.3,24.6,23.3
480,4,DSC,4.007,1.00,133.3,37.9,22.4
540,1,DSC,4.007,1.00,150.0,32.3,23.0
540,2,DSC,4.016,1.00,150.0,26.2,22.9
540,3,DSC,4.004,1.00,150.0,24.7,23.3
540,4,DSC,4.010,1.00,150.0,39.0,23.8
600,1,DSC,4.000,1.00,166.7,30.2,23.6
600,2,DSC,4.005,1.00,166.7,26.3,23.6
600,3,DSC,4.000,1.00,166.7,23.7,23.1
600,4,DSC,3.994,1.00,166.7,36.5,23.5
660,1,DSC,3.993,1.00,183.3,32.0,23.5
660,2,DSC,3.999,1.00,183.3,27.1,23.3
660,3,DSC,3.992,1.00,183.3,24.7,23.1
660,4,DSC,3.977,1.00,183.3,36.1,23.0
720,1,DSC,3.986,1.00,200.0,31.9,23.5
720,2,DSC,3.990,1.00,200.0,26.9,23.5
720,3,DSC,3.989,1.00,200.0,24.9,23.4
720,4,DSC,3.978,1.00,200.0,37.2,23.7
780,1,DSC,3.973,1.00,216.7,32.1,23.3
780,2,DSC,3.977,1.00,216.7,25.5,23.4
780,3,DSC,3.974,1.00,216.7,25.9,23.7
780,4,DSC,3.973,1.00,216.7,36.3,23.2
840,1,DSC,3.970,1.00,233.3,31.2,23.4
840,2,DSC,3.968,1.00,233.3,26.3,23.4
840,3,DSC,3.965,1.00,233.3,26.2,23.4
840,4,DSC,3.965,1.00,233.3,38.7,22.9
900,1,DSC,3.958,1.00,250.0,31.4,23.1
900,2,DSC,3.963,1.00,250.0,26.5,23.7
900,3,DSC,3.957,1.00,250.0,25.3,23.6
900,4,DSC,3.949,1.00,250.0,36.8,23.7
960,1,DSC,3.957,1.00,266.7,31.9,23.0
960,2,DSC,3.962,1.00,266.7,26.6,23.5
960,3,DSC,3.949,1.00,266.7,25.0,23.9
960,4,DSC,3.942,1.00,266.7,37.9,23.6
1020,1,DSC,3.943,1.00,283.3,31.3,23.4
1020,2,DSC,3.947,1.00,283.3,25.3,23.0
1020,3,DSC,3.942,1.00,283.3,25.5,24.0
1020,4,DSC,3.941,1.00,283.3,35.7,23.2
1080,1,DSC,3.943,1.00,300.0,32.3,23.5
1080,2,DSC,3.942,1.00,300.0,26.0,23.9
1080,3,DSC,3.937,1.00,300.0,24.3,23.7
1080,4,DSC,3.924,1.00,300.0,36.3,23.3
1140,1,DSC,3.924,1.00,316.7,31.3,23.8
1140,2,DSC,3.937,1.00,316.7,26.6,23.4
1140,3,DSC,3.930,1.00,316.7,25.0,23.5
1140,4,DSC,3.928,1.00,316.7,36.7,23.2
1200,1,DSC,3.922,1.00,333.3,29.8,23.7
1200,2,DSC,3.927,1.00,333.3,26.0,23.6
1200,3,DSC,3.924,1.00,333.3,25.1,24.0
1200,4,DSC,3.911,1.00,333.3,36.7,23.4
1260,1,DSC,3.917,1.00,350.0,33.5,23.5
1260,2,DSC,3.921,1.00,350.0,25.1,24.0
1260,3,DSC,3.914,1.00,350.0,24.2,23.8
1260,4,DSC,3.905,1.00,350.0,37.2,24.0
1320,1,DSC,3.918,1.00,366.7,30.4,23.9
1320,2,DSC,3.912,1.00,366.7,26.9,23.3
1320,3,DSC,3.902,1.00,366.7,24.4,23.3
1320,4,DSC,3.903,1.00,366.7,36.3,23.6
1380,1,DSC,3.899,1.00,383.3,30.5,24.2
1380,2,DSC,3.912,1.00,383.3,27.3,23.8
1380,3,DSC,3.899,1.00,383.3,25.0,23.4
1380,4,DSC,3.896,1.00,383.3,37.0,23.5
1440,1,DSC,3.897,1.00,400.0,32.3,23.9
1440,2,DSC,3.900,1.00,400.0,25.6,23.6
1440,3,DSC,3.896,1.00,400.0,24.3,24.3
1440,4,DSC,3.901,1.00,400.0,36.7,23.6
1500,1,DSC,3.893,1.00,416.7,32.0,23.3
1500,2,DSC,3.896,1.00,416.7,25.9,23.7
1500,3,DSC,3.890,1.00,416.7,24.0,23.7
1500,4,DSC,3.883,1.00,416.7,38.3,24.0
1560,1,DSC,3.890,1.00,433.3,32.2,23.6
1560,2,DSC,3.885,1.00,433.3,25.8,24.2
1560,3,DSC,3.884,1.00,433.3,24.7,23.8
1560,4,DSC,3.877,1.00,433.3,36.4,24.2
1620,1,DSC,3.877,1.00,450.0,32.2,23.5
1620,2,DSC,3.884,1.00,450.0,25.9,24.2
1620,3,DSC,3.879,1.00,450.0,24.1,24.0
1620,4,DSC,3.871,1.00,450.0,37.2,23.5
1680,1,DSC,3.875,1.00,466.7,31.9,24.0
1680,2,DSC,3.871,1.00,466.7,26.7,23.8
1680,3,DSC,3.863,1.00,466.7,24.5,23.9
1680,4,DSC,3.863,1.00,466.7,35.6,23.5
1740,1,DSC,3.869,1.00,483.3,30.2,24.2
1740,2,DSC,3.863,1.00,483.3,28.0,23.8
1740,3,DSC,3.859,1.00,483.3,22.9,24.2
1740,4,DSC,3.866,1.00,483.3,37.7,24.2
1800,1,DSC,3.861,1.00,500.0,32.2,24.0
1800,2,DSC,3.867,1.00,500.0,26.2,23.9
1800,3,DSC,3.856,1.00,500.0,24.8,24.1
1800,4,DSC,3.850,1.00,500.0,37.7,23.9
1860,1,DSC,3.855,1.00,516.7,32.7,24.2
1860,2,DSC,3.853,1.00,516.7,25.9,23.6
1860,3,DSC,3.848,1.00,516.7,23.6,24.3
1860,4,DSC,3.841,1.00,516.7,36.2,24.5
1920,1,DSC,3.850,1.00,533.3,31.6,24.8
1920,2,DSC,3.853,1.00,533.3,25.2,23.8
1920,3,DSC,3.850,1.00,533.3,24.5,23.9
1920,4,DSC,3.845,1.00,533.3,36.8,24.0
1980,1,DSC,3.841,1.00,550.0,31.5,24.3
1980,2,DSC,3.852,1.00,550.0,26.3,24.5
1980,3,DSC,3.839,1.00,550.0,25.4,24.7
1980,4,DSC,3.828,1.00,550.0,37.0,23.5
2040,1,DSC,3.842,1.00,566.7,32.0,23.9
2040,2,DSC,3.835,1.00,566.7,25.4,24.2
2040,3,DSC,3.832,1.00,566.7,25.4,24.1
2040,4,DSC,3.833,1.00,566.7,37.0,23.9
2100,1,DSC,3.828,1.00,583.3,31.1,24.0
2100,2,DSC,3.845,1.00,583.3,26.9,23.6
2100,3,DSC,3.837,1.00,583.3,24.7,24.0
2100,4,DSC,3.825,1.00,583.3,37.9,24.4
2160,1,DSC,3.829,1.00,600.0,32.0,24.3
2160,2,DSC,3.827,1.00,600.0,27.2,24.1
2160,3,DSC,3.826,1.00,600.0,24.9,24.5
2160,4,DSC,3.815,1.00,600.0,38.1,24.0
2220,1,DSC,3.830,1.00,616.7,32.2,24.1
2220,2,DSC,3.832,1.00,616.7,25.3,24.3
2220,3,DSC,3.812,1.00,616.7,25.2,23.7
2220,4,DSC,3.812,1.00,616.7,38.0,24.4
2280,1,DSC,3.824,1.00,633.3,31.7,23.9
2280,2,DSC,3.826,1.00,633.3,26.6,23.9
2280,3,DSC,3.814,1.00,633.3,25.2,24.0
2280,4,DSC,3.810,1.00,633.3,37.9,24.0
2340,1,DSC,3.819,1.00,650.0,31.2,24.3
2340,2,DSC,3.818,1.00,650.0,25.9,24.0
2340,3,DSC,3.810,1.00,650.0,25.3,24.0
2340,4,DSC,3.803,1.00,650.0,35.1,24.1
2400,1,DSC,3.810,1.00,666.7,30.7,23.6
2400,2,DSC,3.814,1.00,666.7,25.7,24.3
2400,3,DSC,3.807,1.00,666.7,25.0,24.6
2400,4,DSC,3.804,1.00,666.7,37.8,24.5
2460,1,DSC,3.808,1.00,683.3,31.7,24.2
2460,2,DSC,3.800,1.00,683.3,27.7,24.2
2460,3,DSC,3.797,1.00,683.3,25.4,24.1
2460,4,DSC,3.794,1.00,683.3,36.5,24.1
2520,1,DSC,3.804,1.00,700.0,31.3,23.9
2520,2,DSC,3.800,1.00,700.0,25.3,24.3
2520,3,DSC,3.791,1.00,700.0,25.7,24.6
2520,4,DSC,3.788,1.00,700.0,36.3,24.5
2580,1,DSC,3.798,1.00,716.7,31.9,24.1
2580,2,DSC,3.801,1.00,716.7,25.5,24.0
2580,3,DSC,3.790,1.00,716.7,23.8,24.7
2580,4,DSC,3.782,1.00,716.7,36.9,23.7
2640,1,DSC,3.794,1.00,733.3,32.1,24.6
2640,2,DSC,3.796,1.00,733.3,26.1,24.4
2640,3,DSC,3.782,1.00,733.3,24.8,24.6
2640,4,DSC,3.782,1.00,733.3,35.9,24.9
2700,1,DSC,3.787,1.00,750.0,31.3,24.8
2700,2,DSC,3.780,1.00,750.0,26.5,24.9
2700,3,DSC,3.766,1.00,750.0,24.0,24.7
2700,4,DSC,3.766,1.00,750.0,37.5,24.8
2760,1,DSC,3.778,1.00,766.7,32.1,24.7
2760,2,DSC,3.778,1.00,766.7,26.7,24.3
2760,3,DSC,3.770,1.00,766.7,24.3,24.6
2760,4,DSC,3.766,1.00,766.7,36.7,24.7
2820,1,DSC,3.778,1.00,783.3,31.8,24.3
2820,2,DSC,3.772,1.00,783.3,26.4,25.0
2820,3,DSC,3.766,1.00,783.3,24.3,24.9
2820,4,DSC,3.762,1.00,783.3,36.9,25.2
2880,1,DSC,3.766,1.00,800.0,31.6,24.3
2880,2,DSC,3.772,1.00,800.0,27.1,24.8
2880,3,DSC,3.769,1.00,800.0,23.0,24.9
2880,4,DSC,3.756,1.00,800.0,36.3,24.2
2940,1,DSC,3.773,1.00,816.7,31.4,24.7
2940,2,DSC,3.771,1.00,816.7,27.5,24.3
2940,3,DSC,3.752,1.00,816.7,26.4,24.8
2940,4,DSC,3.756,1.00,816.7,38.2,25.1
3000,1,DSC,3.765,1.00,833.3,30.6,24.7
3000,2,DSC,3.756,1.00,833.3,26.8,24.6
3000,3,DSC,3.749,1.00,833.3,25.1,25.1
3000,4,DSC,3.745,1.00,833.3,37.3,24.6
3060,1,DSC,3.760,1.00,850.0,30.1,24.8
3060,2,DSC,3.767,1.00,850.0,26.6,24.9
3060,3,DSC,3.753,1.00,850.0,25.1,25.1
3060,4,DSC,3.744,1.00,850.0,37.0,25.2
3120,1,DSC,3.753,1.00,866.7,31.1,24.5
3120,2,DSC,3.755,1.00,866.7,25.6,24.6
3120,3,DSC,3.737,1.00,866.7,23.7,24.5
3120,4,DSC,3.738,1.00,866.7,37.3,24.5
3180,1,DSC,3.751,1.00,883.3,31.4,24.7
3180,2,DSC,3.749,1.00,883.3,26.2,24.6
3180,3,DSC,3.733,1.00,883.3,26.2,24.9
3180,4,DSC,3.736,1.00,883.3,36.9,24.8
3240,1,DSC,3.746,1.00,900.0,32.0,24.7
3240,2,DSC,3.747,1.00,900.0,24.9,24.2
3240,3,DSC,3.733,1.00,900.0,25.4,24.8
3240,4,DSC,3.733,1.00,900.0,36.6,24.7
3300,1,DSC,3.734,1.00,916.7,33.5,25.2
3300,2,DSC,3.742,1.00,916.7,27.3,25.0
3300,3,DSC,3.729,1.00,916.7,25.5,25.0
3300,4,DSC,3.724,1.00,916.7,38.0,24.7
3360,1,DSC,3.740,1.00,933.3,31.4,24.2
3360,2,DSC,3.738,1.00,933.3,26.3,24.7
3360,3,DSC,3.725,1.00,933.3,24.2,25.0
3360,4,DSC,3.720,1.00,933.3,37.8,24.7
3420,1,DSC,3.732,1.00,950.0,31.8,24.9
3420,2,DSC,3.736,1.00,950.0,26.7,25.2
3420,3,DSC,3.719,1.00,950.0,25.0,25.0
3420,4,DSC,3.718,1.00,950.0,36.1,24.9
3480,1,DSC,3.729,1.00,966.7,32.1,25.5
3480,2,DSC,3.730,1.00,966.7,25.4,24.7
3480,3,DSC,3.712,1.00,966.7,25.2,24.9
3480,4,DSC,3.714,1.00,966.7,37.2,24.1
3540,1,DSC,3.723,1.00,983.3,31.4,24.4
3540,2,DSC,3.718,1.00,983.3,25.6,24.8
3540,3,DSC,3.713,1.00,983.3,24.6,25.3
3540,4,DSC,3.705,1.00,983.3,37.3,24.7
3600,1,DSC,3.724,1.00,1000.0,32.3,24.3
3600,2,DSC,3.716,1.00,1000.0,25.5,24.9
3600,3,DSC,3.698,1.00,1000.0,24.2,25.3
3600,4,DSC,3.699,1.00,1000.0,37.4,25.3
3660,1,DSC,3.713,1.00,1016.7,32.1,24.7
3660,2,DSC,3.714,1.00,1016.7,28.9,25.2
3660,3,DSC,3.696,1.00,1016.7,24.9,24.9
3660,4,DSC,3.705,1.00,1016.7,36.2,25.3
3720,1,DSC,3.713,1.00,1033.3,31.5,25.2
3720,2,DSC,3.706,1.00,1033.3,27.3,24.7
3720,3,DSC,3.699,1.00,1033.3,24.6,25.5
3720,4,DSC,3.696,1.00,1033.3,36.8,25.0
3780,1,DSC,3.708,1.00,1050.0,31.3,25.6
3780,2,DSC,3.706,1.00,1050.0,25.1,24.8
3780,3,DSC,3.692,1.00,1050.0,24.5,25.0
3780,4,DSC,3.694,1.00,1050.0,36.9,25.3
3840,1,DSC,3.702,1.00,1066.7,31.1,25.3
3840,2,DSC,3.702,1.00,1066.7,27.9,25.0
3840,3,DSC,3.689,1.00,1066.7,22.5,25.1
3840,4,DSC,3.685,1.00,1066.7,37.6,25.2
3900,1,DSC,3.699,1.00,1083.3,31.5,25.3
3900,2,DSC,3.701,1.00,1083.3,26.2,25.2
3900,3,DSC,3.680,1.00,1083.3,24.9,25.4
3900,4,DSC,3.688,1.00,1083.3,37.6,24.6
3960,1,DSC,3.688,1.00,1100.0,31.7,25.5
3960,2,DSC,3.694,1.00,1100.0,26.0,24.9
3960,3,DSC,3.685,1.00,1100.0,24.7,25.1
3960,4,DSC,3.673,1.00,1100.0,37.4,25.4
4020,1,DSC,3.687,1.00,1116.7,31.4,25.0
4020,2,DSC,3.687,1.00,1116.7,26.5,25.3
4020,3,DSC,3.680,1.00,1116.7,25.5,25.0
4020,4,DSC,3.675,1.00,1116.7,37.5,25.3
4080,1,DSC,3.689,1.00,1133.3,30.8,25.4
4080,2,DSC,3.683,1.00,1133.3,25.1,25.5
4080,3,DSC,3.674,1.00,1133.3,24.2,24.8
4080,4,DSC,3.669,1.00,1133.3,36.9,25.1
4140,1,DSC,3.681,1.00,1150.0,30.7,25.2
4140,2,DSC,3.685,1.00,1150.0,25.6,25.0
4140,3,DSC,3.667,1.00,1150.0,24.8,25.2
4140,4,DSC,3.675,1.00,1150.0,37.9,25.4
4200,1,DSC,3.680,1.00,1166.7,31.5,25.2
4200,2,DSC,3.678,1.00,1166.7,26.4,24.9
4200,3,DSC,3.670,1.00,1166.7,24.6,25.4
4200,4,DSC,3.665,1.00,1166.7,37.4,25.8
4260,1,DSC,3.675,1.00,1183.3,32.3,26.0
4260,2,DSC,3.679,1.00,1183.3,26.7,25.4
4260,3,DSC,3.667,1.00,1183.3,24.9,25.4
4260,4,DSC,3.667,1.00,1183.3,37.1,25.3
4320,1,DSC,3.677,1.00,1200.0,31.3,24.7
4320,2,DSC,3.674,1.00,1200.0,26.0,24.9
4320,3,DSC,3.659,1.00,1200.0,24.9,25.6
4320,4,DSC,3.667,1.00,1200.0,36.5,25.7
