SkyRC MC5000 Charge Analyzer,Firmware V1.08,,,,,,
Program,Discharge Test,Cut-off Voltage,2.80V,Discharge Current,1.00A,,
Time(s),Slot,Mode,Voltage(V),Current(A),Capacity(mAh),IR(mOhm),Temp(C)
0,1,DSC,4.122,1.00,0.0,31.7,22.8
0,2,DSC,4.110,1.00,0.0,41.2,22.9
0,3,DSC,4.117,1.00,0.0,31.5,22.9
0,4,DSC,4.106,1.00,0.0,37.1,23.3
60,1,DSC,4.107,1.00,16.7,31.5,22.9
60,2,DSC,4.091,1.00,16.7,41.5,23.5
60,3,DSC,4.105,1.00,16.7,32.1,23.2
60,4,DSC,4.099,1.00,16.7,37.2,23.7
120,1,DSC,4.094,1.00,33.3,30.5,22.8
120,2,DSC,4.085,1.00,33.3,41.4,22.7
120,3,DSC,4.093,1.00,33.3,33.0,23.2
120,4,DSC,4.082,1.00,33.3,37.5,23.6
180,1,DSC,4.080,1.00,50.0,32.2,23.0
180,2,DSC,4.062,1.00,50.0,41.9,23.3
180,3,DSC,4.078,1.00,50.0,32.3,23.5
180,4,DSC,4.072,1.00,50.0,39.4,23.0
240,1,DSC,4.062,1.00,66.7,32.4,22.9
240,2,DSC,4.058,1.00,66.7,41.9,23.5
240,3,DSC,4.059,1.00,66.7,32.9,23.6
240,4,DSC,4.068,1.00,66.7,37.2,22.5
300,1,DSC,4.054,1.00,83.3,31.6,23.0
300,2,DSC,4.043,1.00,83.3,40.7,23.3
300,3,DSC,4.044,1.00,83.3,33.0,22.9
300,4,DSC,4.052,1.00,83.3,37.0,23.0
360,1,DSC,4.039,1.00,100.0,31.5,23.0
360,2,DSC,4.029,1.00,100.0,42.9,23.2
360,3,DSC,4.028,1.00,100.0,32.2,23.3
360,4,DSC,4.037,1.00,100.0,38.2,23.6
420,1,DSC,4.026,1.00,116.7,30.9,22.5
420,2,DSC,4.015,1.00,116.7,41.4,24.0
420,3,DSC,4.018,1.00,116.7,31.8,23.0
420,4,DSC,4.028,1.00,116.7,36.9,23.1
480,1,DSC,4.007,1.00,133.3,31.7,23.3
480,2,DSC,3.999,1.00,133.3,41.7,22.9
480,3,DSC,4.007,1.00,133.3,31.7,23.7
480,4,DSC,4.014,1.00,133.3,36.8,23.8
540,1,DSC,4.004,1.00,150.0,32.3,24.2
540,2,DSC,4.001,1.00,150.0,41.7,23.7
540,3,DSC,3.993,1.00,150.0,32.1,23.3
540,4,DSC,4.004,1.00,150.0,36.4,22.6
600,1,DSC,3.998,1.00,166.7,31.3,23.7
600,2,DSC,3.978,1.00,166.7,41.6,23.5
600,3,DSC,3.975,1.00,166.7,30.5,23.6
600,4,DSC,3.995,1.00,166.7,37.7,23.3
660,1,DSC,3.994,1.00,183.3,30.9,23.6
660,2,DSC,3.982,1.00,183.3,41.2,23.3
660,3,DSC,3.982,1.00,183.3,31.6,23.6
660,4,DSC,3.987,1.00,183.3,36.5,23.3
720,1,DSC,3.981,1.00,200.0,31.4,23.5
720,2,DSC,3.971,1.00,200.0,41.6,23.6
720,3,DSC,3.968,1.00,200.0,31.7,23.5
720,4,DSC,3.972,1.00,200.0,37.7,23.9
780,1,DSC,3.968,1.00,216.7,32.4,23.5
780,2,DSC,3.957,1.00,216.7,41.0,23.5
780,3,DSC,3.949,1.00,216.7,31.9,23.8
780,4,DSC,3.959,1.00,216.7,37.2,23.2
840,1,DSC,3.967,1.00,233.3,32.4,23.1
840,2,DSC,3.951,1.00,233.3,41.7,23.3
840,3,DSC,3.942,1.00,233.3,31.5,23.6
840,4,DSC,3.955,1.00,233.3,38.8,23.6
900,1,DSC,3.949,1.00,250.0,32.4,23.6
900,2,DSC,3.944,1.00,250.0,42.1,23.3
900,3,DSC,3.936,1.00,250.0,32.0,23.4
900,4,DSC,3.943,1.00,250.0,37.0,23.3
960,1,DSC,3.948,1.00,266.7,31.3,23.9
960,2,DSC,3.933,1.00,266.7,41.3,23.8
960,3,DSC,3.931,1.00,266.7,31.0,23.9
960,4,DSC,3.933,1.00,266.7,38.2,24.1
1020,1,DSC,3.941,1.00,283.3,32.6,23.6
1020,2,DSC,3.926,1.00,283.3,41.6,23.3
1020,3,DSC,3.917,1.00,283.3,31.3,23.8
1020,4,DSC,3.930,1.00,283.3,37.3,23.5
1080,1,DSC,3.934,1.00,300.0,32.4,23.5
1080,2,DSC,3.924,1.00,300.0,41.6,23.7
1080,3,DSC,3.910,1.00,300.0,31.8,23.5
1080,4,DSC,3.918,1.00,300.0,37.5,24.1
1140,1,DSC,3.919,1.00,316.7,30.5,23.3
1140,2,DSC,3.916,1.00,316.7,40.9,23.2
1140,3,DSC,3.912,1.00,316.7,31.5,24.0
1140,4,DSC,3.920,1.00,316.7,36.6,23.7
1200,1,DSC,3.917,1.00,333.3,31.2,23.1
1200,2,DSC,3.906,1.00,333.3,41.5,23.6
1200,3,DSC,3.902,1.00,333.3,30.9,23.7
1200,4,DSC,3.908,1.00,333.3,38.2,23.8
1260,1,DSC,3.912,1.00,350.0,32.7,23.8
1260,2,DSC,3.902,1.00,350.0,40.2,23.7
1260,3,DSC,3.896,1.00,350.0,32.0,23.6
1260,4,DSC,3.905,1.00,350.0,36.8,23.3
1320,1,DSC,3.910,1.00,366.7,32.4,23.6
1320,2,DSC,3.897,1.00,366.7,40.9,23.5
1320,3,DSC,3.894,1.00,366.7,31.9,23.7
1320,4,DSC,3.901,1.00,366.7,36.7,24.1
1380,1,DSC,3.895,1.00,383.3,31.3,23.5
1380,2,DSC,3.893,1.00,383.3,40.2,24.0
1380,3,DSC,3.881,1.00,383.3,32.6,24.0
1380,4,DSC,3.886,1.00,383.3,38.5,23.1
1440,1,DSC,3.890,1.00,400.0,32.6,23.8
1440,2,DSC,3.883,1.00,400.0,40.6,23.8
1440,3,DSC,3.878,1.00,400.0,31.2,23.9
1440,4,DSC,3.885,1.00,400.0,37.4,23.8
1500,1,DSC,3.889,1.00,416.7,31.3,24.1
1500,2,DSC,3.874,1.00,416.7,41.1,23.7
1500,3,DSC,3.859,1.00,416.7,32.1,24.2
1500,4,DSC,3.879,1.00,416.7,36.8,24.3
1560,1,DSC,3.876,1.00,433.3,32.9,24.1
1560,2,DSC,3.869,1.00,433.3,41.7,23.8
1560,3,DSC,3.862,1.00,433.3,32.9,24.0
1560,4,DSC,3.874,1.00,433.3,38.5,24.1
1620,1,DSC,3.880,1.00,450.0,32.9,23.7
1620,2,DSC,3.862,1.00,450.0,40.6,23.6
1620,3,DSC,3.849,1.00,450.0,31.0,24.2
1620,4,DSC,3.861,1.00,450.0,37.8,23.7
1680,1,DSC,3.869,1.00,466.7,31.5,24.1
1680,2,DSC,3.854,1.00,466.7,40.7,24.2
1680,3,DSC,3.844,1.00,466.7,32.7,23.7
1680,4,DSC,3.858,1.00,466.7,37.0,23.3
1740,1,DSC,3.857,1.00,483.3,32.2,24.1
1740,2,DSC,3.847,1.00,483.3,41.2,23.9
1740,3,DSC,3.839,1.00,483.3,32.6,24.2
1740,4,DSC,3.860,1.00,483.3,37.4,23.5
1800,1,DSC,3.857,1.00,500.0,31.4,23.6
1800,2,DSC,3.845,1.00,500.0,41.9,24.1
1800,3,DSC,3.835,1.00,500.0,31.0,23.9
1800,4,DSC,3.852,1.00,500.0,38.5,23.9
1860,1,DSC,3.848,1.00,516.7,31.2,24.1
1860,2,DSC,3.839,1.00,516.7,42.3,23.7
1860,3,DSC,3.830,1.00,516.7,32.1,24.6
1860,4,DSC,3.843,1.00,516.7,37.1,24.2
1920,1,DSC,3.852,1.00,533.3,32.3,23.9
1920,2,DSC,3.829,1.00,533.3,40.0,24.6
1920,3,DSC,3.822,1.00,533.3,31.1,24.2
1920,4,DSC,3.832,1.00,533.3,36.9,24.9
1980,1,DSC,3.834,1.00,550.0,32.6,23.8
1980,2,DSC,3.828,1.00,550.0,39.9,23.4
1980,3,DSC,3.812,1.00,550.0,32.0,24.1
1980,4,DSC,3.832,1.00,550.0,37.4,24.2
2040,1,DSC,3.831,1.00,566.7,32.8,23.8
2040,2,DSC,3.810,1.00,566.7,42.3,24.0
2040,3,DSC,3.803,1.00,566.7,31.2,24.3
2040,4,DSC,3.819,1.00,566.7,37.5,24.0
2100,1,DSC,3.826,1.00,583.3,32.2,23.9
2100,2,DSC,3.818,1.00,583.3,40.8,24.0
2100,3,DSC,3.797,1.00,583.3,32.3,24.1
2100,4,DSC,3.823,1.00,583.3,37.9,24.0
2160,1,DSC,3.823,1.00,600.0,32.1,24.4
2160,2,DSC,3.820,1.00,600.0,41.0,24.3
2160,3,DSC,3.797,1.00,600.0,32.3,24.4
2160,4,DSC,3.816,1.00,600.0,37.6,23.8
2220,1,DSC,3.813,1.00,616.7,30.7,24.3
2220,2,DSC,3.809,1.00,616.7,42.1,24.3
2220,3,DSC,3.791,1.00,616.7,32.6,24.2
2220,4,DSC,3.807,1.00,616.7,36.6,24.5
2280,1,DSC,3.810,1.00,633.3,32.5,24.2
2280,2,DSC,3.800,1.00,633.3,41.5,24.4
2280,3,DSC,3.786,1.00,633.3,31.9,24.7
2280,4,DSC,3.798,1.00,633.3,38.8,24.4
2340,1,DSC,3.807,1.00,650.0,33.5,23.8
2340,2,DSC,3.800,1.00,650.0,41.9,24.1
2340,3,DSC,3.774,1.00,650.0,32.3,24.9
2340,4,DSC,3.796,1.00,650.0,37.1,24.5
2400,1,DSC,3.810,1.00,666.7,32.4,24.7
2400,2,DSC,3.796,1.00,666.7,41.5,24.2
2400,3,DSC,3.778,1.00,666.7,31.4,24.8
2400,4,DSC,3.799,1.00,666.7,37.9,25.0
2460,1,DSC,3.799,1.00,683.3,31.1,24.5
2460,2,DSC,3.790,1.00,683.3,41.7,24.2
2460,3,DSC,3.768,1.00,683.3,32.9,23.6
2460,4,DSC,3.792,1.00,683.3,37.3,24.2
2520,1,DSC,3.790,1.00,700.0,32.7,24.7
2520,2,DSC,3.780,1.00,700.0,41.3,24.5
2520,3,DSC,3.759,1.00,700.0,32.0,24.6
2520,4,DSC,3.785,1.00,700.0,37.8,23.8
2580,1,DSC,3.785,1.00,716.7,32.0,24.2
2580,2,DSC,3.774,1.00,716.7,41.8,25.0
2580,3,DSC,3.755,1.00,716.7,32.2,24.7
2580,4,DSC,3.776,1.00,716.7,36.6,24.1
2640,1,DSC,3.779,1.00,733.3,30.9,24.2
2640,2,DSC,3.773,1.00,733.3,41.8,24.6
2640,3,DSC,3.754,1.00,733.3,32.4,24.8
2640,4,DSC,3.768,1.00,733.3,38.2,24.8
2700,1,DSC,3.770,1.00,750.0,31.9,24.4
2700,2,DSC,3.768,1.00,750.0,41.7,24.5
2700,3,DSC,3.747,1.00,750.0,32.0,24.6
2700,4,DSC,3.771,1.00,750.0,38.9,24.6
2760,1,DSC,3.777,1.00,766.7,31.5,25.0
2760,2,DSC,3.762,1.00,766.7,40.0,24.3
2760,3,DSC,3.750,1.00,766.7,32.2,24.9
2760,4,DSC,3.766,1.00,766.7,37.5,24.1
2820,1,DSC,3.764,1.00,783.3,31.7,24.5
2820,2,DSC,3.753,1.00,783.3,41.5,24.7
2820,3,DSC,3.737,1.00,783.3,33.4,25.0
2820,4,DSC,3.760,1.00,783.3,36.3,24.7
2880,1,DSC,3.754,1.00,800.0,31.8,24.3
2880,2,DSC,3.754,1.00,800.0,40.9,24.7
2880,3,DSC,3.730,1.00,800.0,32.6,25.0
2880,4,DSC,3.754,1.00,800.0,36.9,24.6
2940,1,DSC,3.757,1.00,816.7,32.1,23.8
2940,2,DSC,3.742,1.00,816.7,41.3,24.6
2940,3,DSC,3.721,1.00,816.7,31.8,24.6
2940,4,DSC,3.750,1.00,816.7,38.0,24.4
3000,1,DSC,3.751,1.00,833.3,31.8,24.6
3000,2,DSC,3.742,1.00,833.3,42.6,24.7
3000,3,DSC,3.718,1.00,833.3,31.7,24.6
3000,4,DSC,3.743,1.00,833.3,38.0,23.9
3060,1,DSC,3.743,1.00,850.0,32.4,25.1
3060,2,DSC,3.736,1.00,850.0,41.4,24.3
3060,3,DSC,3.715,1.00,850.0,31.7,24.9
3060,4,DSC,3.741,1.00,850.0,38.1,24.8
3120,1,DSC,3.741,1.00,866.7,31.2,24.9
3120,2,DSC,3.731,1.00,866.7,40.4,25.2
3120,3,DSC,3.717,1.00,866.7,32.5,24.8
