SkyRC MC5000 Charge Analyzer,Firmware V1.08,,,,,,
Program,Discharge Test,Cut-off Voltage,2.80V,Discharge Current,1.00A,,
Time(s),Slot,Mode,Voltage(V),Current(A),Capacity(mAh),IR(mOhm),Temp(C)
0,1,DSC,4.108,1.00,0.0,42.6,22.9
0,2,DSC,4.119,1.00,0.0,29.4,23.2
0,3,DSC,4.117,1.00,0.0,32.9,22.9
0,4,DSC,4.125,1.00,0.0,27.1,22.9
60,1,DSC,4.099,1.00,16.7,41.1,23.2
60,2,DSC,4.114,1.00,16.7,30.9,22.7
60,3,DSC,4.106,1.00,16.7,33.3,23.3
60,4,DSC,4.113,1.00,16.7,27.4,23.2
120,1,DSC,4.088,1.00,33.3,41.4,23.1
120,2,DSC,4.099,1.00,33.3,29.9,22.7
120,3,DSC,4.094,1.00,33.3,34.2,23.3
120,4,DSC,4.102,1.00,33.3,26.7,23.6
180,1,DSC,4.072,1.00,50.0,41.3,22.9
180,2,DSC,4.077,1.00,50.0,30.1,23.0
180,3,DSC,4.087,1.00,50.0,33.7,22.8
180,4,DSC,4.087,1.00,50.0,27.0,22.5
240,1,DSC,4.059,1.00,66.7,43.2,23.1
240,2,DSC,4.064,1.00,66.7,29.0,22.8
240,3,DSC,4.066,1.00,66.7,32.1,23.0
240,4,DSC,4.071,1.00,66.7,25.7,23.0
300,1,DSC,4.041,1.00,83.3,42.2,23.0
300,2,DSC,4.060,1.00,83.3,32.0,23.3
300,3,DSC,4.051,1.00,83.3,33.7,23.2
300,4,DSC,4.063,1.00,83.3,25.9,22.8
360,1,DSC,4.031,1.00,100.0,41.3,23.6
360,2,DSC,4.041,1.00,100.0,31.3,23.2
360,3,DSC,4.039,1.00,100.0,31.6,23.2
360,4,DSC,4.046,1.00,100.0,26.9,23.7
420,1,DSC,4.015,1.00,116.7,42.6,23.3
420,2,DSC,4.026,1.00,116.7,30.3,23.0
420,3,DSC,4.025,1.00,116.7,34.6,23.0
420,4,DSC,4.035,1.00,116.7,26.8,22.9
480,1,DSC,4.005,1.00,133.3,40.7,23.8
480,2,DSC,4.018,1.00,133.3,30.9,23.2
480,3,DSC,4.017,1.00,133.3,33.5,23.0
480,4,DSC,4.028,1.00,133.3,27.4,23.2
540,1,DSC,3.995,1.00,150.0,41.2,23.4
540,2,DSC,4.004,1.00,150.0,29.3,23.5
540,3,DSC,4.002,1.00,150.0,32.0,23.1
540,4,DSC,4.017,1.00,150.0,27.0,23.3
600,1,DSC,3.990,1.00,166.7,42.5,23.8
600,2,DSC,4.008,1.00,166.7,29.9,22.7
600,3,DSC,3.990,1.00,166.7,33.3,23.4
600,4,DSC,4.003,1.00,166.7,27.3,23.3
660,1,DSC,3.983,1.00,183.3,42.0,24.0
660,2,DSC,3.986,1.00,183.3,30.6,23.0
660,3,DSC,3.998,1.00,183.3,32.7,23.1
660,4,DSC,3.997,1.00,183.3,27.2,23.3
720,1,DSC,3.969,1.00,200.0,41.8,23.5
720,2,DSC,3.977,1.00,200.0,29.3,23.8
720,3,DSC,3.980,1.00,200.0,33.0,23.5
720,4,DSC,3.978,1.00,200.0,27.2,23.7
780,1,DSC,3.970,1.00,216.7,42.6,23.6
780,2,DSC,3.972,1.00,216.7,29.3,23.5
780,3,DSC,3.972,1.00,216.7,32.5,22.8
780,4,DSC,3.976,1.00,216.7,27.2,23.2
840,1,DSC,3.956,1.00,233.3,42.6,23.5
840,2,DSC,3.963,1.00,233.3,30.3,23.6
840,3,DSC,3.965,1.00,233.3,34.3,23.8
840,4,DSC,3.962,1.00,233.3,26.2,23.4
900,1,DSC,3.947,1.00,250.0,43.1,23.3
900,2,DSC,3.944,1.00,250.0,30.8,23.3
900,3,DSC,3.951,1.00,250.0,32.1,23.9
900,4,DSC,3.955,1.00,250.0,25.1,23.7
960,1,DSC,3.944,1.00,266.7,41.8,23.6
960,2,DSC,3.937,1.00,266.7,30.0,23.5
960,3,DSC,3.951,1.00,266.7,32.4,23.9
960,4,DSC,3.951,1.00,266.7,26.3,23.2
1020,1,DSC,3.928,1.00,283.3,42.4,23.1
1020,2,DSC,3.940,1.00,283.3,30.8,23.3
1020,3,DSC,3.939,1.00,283.3,32.8,23.1
1020,4,DSC,3.947,1.00,283.3,27.0,24.0
1080,1,DSC,3.926,1.00,300.0,43.3,23.8
1080,2,DSC,3.939,1.00,300.0,29.8,23.4
1080,3,DSC,3.933,1.00,300.0,33.6,23.1
