SkyRC MC5000 Charge Analyzer,Firmware V1.08,,,,,,
Program,Discharge Test,Cut-off Voltage,2.80V,Discharge Current,1.00A,,
Time(s),Slot,Mode,Voltage(V),Current(A),Capacity(mAh),IR(mOhm),Temp(C)
0,1,DSC,4.120,1.00,0.0,30.2,23.0
0,2,DSC,4.121,1.00,0.0,27.5,23.2
0,3,DSC,4.111,1.00,0.0,38.0,22.6
0,4,DSC,4.122,1.00,0.0,26.9,23.4
60,1,DSC,4.107,1.00,16.7,31.3,22.7
60,2,DSC,4.103,1.00,16.7,29.4,23.3
60,3,DSC,4.096,1.00,16.7,36.1,23.4
60,4,DSC,4.106,1.00,16.7,25.2,22.9
120,1,DSC,4.089,1.00,33.3,31.4,23.5
120,2,DSC,4.097,1.00,33.3,28.8,22.8
120,3,DSC,4.080,1.00,33.3,35.5,22.6
120,4,DSC,4.091,1.00,33.3,27.0,23.3
180,1,DSC,4.070,1.00,50.0,30.9,22.8
180,2,DSC,4.083,1.00,50.0,27.9,22.8
180,3,DSC,4.074,1.00,50.0,36.1,23.1
180,4,DSC,4.081,1.00,50.0,26.0,23.3
240,1,DSC,4.062,1.00,66.7,31.6,23.4
240,2,DSC,4.075,1.00,66.7,27.4,22.7
240,3,DSC,4.066,1.00,66.7,37.8,22.9
240,4,DSC,4.076,1.00,66.7,25.8,22.8
300,1,DSC,4.044,1.00,83.3,31.1,23.3
300,2,DSC,4.056,1.00,83.3,27.0,23.2
300,3,DSC,4.056,1.00,83.3,37.9,23.5
300,4,DSC,4.049,1.00,83.3,26.2,22.8
360,1,DSC,4.041,1.00,100.0,31.0,22.7
360,2,DSC,4.045,1.00,100.0,28.1,23.2
360,3,DSC,4.047,1.00,100.0,37.1,23.5
360,4,DSC,4.039,1.00,100.0,25.6,23.0
420,1,DSC,4.022,1.00,116.7,31.0,23.6
420,2,DSC,4.036,1.00,116.7,26.8,23.0
420,3,DSC,4.026,1.00,116.7,37.0,22.5
420,4,DSC,4.022,1.00,116.7,26.2,23.2
480,1,DSC,4.010,1.00,133.3,31.5,23.1
480,2,DSC,4.025,1.00,133.3,27.7,23.3
480,3,DSC,4.006,1.00,133.3,37.1,23.4
480,4,DSC,4.011,1.00,133.3,25.8,23.3
540,1,DSC,4.006,1.00,150.0,31.2,23.4
